Date,Hour,Market Demand,Ontario Demand
1/1/18,1,18974,16627
1/1/18,2,18447,16084
1/1/18,3,18453,15866
1/1/18,4,18662,15725
1/1/18,5,18060,15470
1/1/18,6,18429,15502
1/1/18,7,19137,15750
1/1/18,8,19470,15887
1/1/18,9,19333,15923
1/1/18,10,19816,16381
1/1/18,11,19667,16672
1/1/18,12,19682,16720
1/1/18,13,19621,16839
1/1/18,14,19600,16772
1/1/18,15,19605,16868
1/1/18,16,20561,17314
1/1/18,17,21717,18081
1/1/18,18,23149,19339
1/1/18,19,22944,19249
1/1/18,20,22851,18960
1/1/18,21,22468,18663
1/1/18,22,21678,18074
1/1/18,23,20233,17218
1/1/18,24,19408,16356
1/2/18,1,19138,15809
1/2/18,2,18169,15465
1/2/18,3,18272,15255
1/2/18,4,18064,15236
1/2/18,5,18484,15275
1/2/18,6,19221,15726
1/2/18,7,20418,16874
1/2/18,8,21870,17897
1/2/18,9,22284,18232
1/2/18,10,22603,18739
1/2/18,11,23242,19030
1/2/18,12,22869,19126
1/2/18,13,22442,18984
1/2/18,14,21919,18873
1/2/18,15,21872,18753
1/2/18,16,22010,18883
1/2/18,17,22985,19396
1/2/18,18,24161,20331
1/2/18,19,23960,19890
1/2/18,20,23865,19937
1/2/18,21,23367,19633
1/2/18,22,21823,18816
1/2/18,23,20146,17792
1/2/18,24,19628,16921
1/3/18,1,19030,16277
1/3/18,2,18844,15835
1/3/18,3,18504,15606
1/3/18,4,18315,15554
1/3/18,5,18757,15656
1/3/18,6,19379,16088
1/3/18,7,20617,17140
1/3/18,8,21698,18148
1/3/18,9,21990,18464
1/3/18,10,22435,18933
1/3/18,11,22662,19013
1/3/18,12,22274,18830
1/3/18,13,22384,18804
1/3/18,14,22441,18848
1/3/18,15,22577,18860
1/3/18,16,22805,19119
1/3/18,17,23689,19471
1/3/18,18,24490,20380
1/3/18,19,24010,20108
1/3/18,20,23590,20005
1/3/18,21,23295,19754
1/3/18,22,22638,19002
1/3/18,23,21469,18102
1/3/18,24,19829,16963
1/4/18,1,18662,16223
1/4/18,2,18461,15787
1/4/18,3,18096,15467
1/4/18,4,17847,15185
1/4/18,5,18191,15412
1/4/18,6,19063,15902
1/4/18,7,20693,17158
1/4/18,8,21939,18198
1/4/18,9,22316,18537
1/4/18,10,22367,18760
1/4/18,11,22378,18699
1/4/18,12,22337,18639
1/4/18,13,22253,18537
1/4/18,14,22152,18546
1/4/18,15,21673,18299
1/4/18,16,22234,18613
1/4/18,17,22757,19028
1/4/18,18,23866,19935
1/4/18,19,23622,19930
1/4/18,20,23677,19980
1/4/18,21,23391,19856
1/4/18,22,23095,19678
1/4/18,23,21847,18889
1/4/18,24,20603,17940
1/5/18,1,19752,17475
1/5/18,2,19217,16808
1/5/18,3,19237,16679
1/5/18,4,19273,16620
1/5/18,5,19194,16706
1/5/18,6,19993,17173
1/5/18,7,21096,18123
1/5/18,8,22149,19177
1/5/18,9,22797,19660
1/5/18,10,23030,19836
1/5/18,11,23281,19789
1/5/18,12,23073,19773
1/5/18,13,22737,19585
1/5/18,14,22802,19503
1/5/18,15,22763,19430
1/5/18,16,22751,19647
1/5/18,17,23057,20022
1/5/18,18,24158,20906
1/5/18,19,24185,20706
1/5/18,20,23571,20429
1/5/18,21,23802,20276
1/5/18,22,23320,19754
1/5/18,23,22111,18914
1/5/18,24,21347,18064
1/6/18,1,20432,17293
1/6/18,2,19959,16937
1/6/18,3,19524,16505
1/6/18,4,19633,16599
1/6/18,5,19752,16647
1/6/18,6,19906,16764
1/6/18,7,20231,17155
1/6/18,8,21117,17841
1/6/18,9,21936,18703
1/6/18,10,22250,19116
1/6/18,11,22355,19225
1/6/18,12,22877,19340
1/6/18,13,22640,19153
1/6/18,14,22368,18895
1/6/18,15,22394,18781
1/6/18,16,22775,19077
1/6/18,17,23253,19741
1/6/18,18,24125,20768
1/6/18,19,22845,20217
1/6/18,20,22817,19782
1/6/18,21,22951,19725
1/6/18,22,23014,19538
1/6/18,23,21983,18723
1/6/18,24,21033,17819
1/7/18,1,20506,17015
1/7/18,2,19934,16531
1/7/18,3,19518,16240
1/7/18,4,19094,16103
1/7/18,5,19062,16031
1/7/18,6,19090,16095
1/7/18,7,19448,16439
1/7/18,8,19799,16797
1/7/18,9,20384,17181
1/7/18,10,20842,17757
1/7/18,11,21097,18095
1/7/18,12,21871,18351
1/7/18,13,22299,18486
1/7/18,14,22023,18714
1/7/18,15,22360,18784
1/7/18,16,22458,18833
1/7/18,17,23335,19370
1/7/18,18,24439,20429
1/7/18,19,23954,19967
1/7/18,20,23709,19363
1/7/18,21,22909,18821
1/7/18,22,21703,18019
1/7/18,23,20609,17172
1/7/18,24,19697,16221
1/8/18,1,18439,15521
1/8/18,2,18057,15129
1/8/18,3,17697,14916
1/8/18,4,17765,14880
1/8/18,5,17736,14919
1/8/18,6,18389,15426
1/8/18,7,19038,16606
1/8/18,8,20243,17913
1/8/18,9,20371,18029
1/8/18,10,20351,18047
1/8/18,11,20725,18239
1/8/18,12,20741,18177
1/8/18,13,20657,18185
1/8/18,14,21392,18242
1/8/18,15,21328,18245
1/8/18,16,21169,18103
1/8/18,17,21403,18502
1/8/18,18,22305,19355
1/8/18,19,22089,19080
1/8/18,20,21741,18840
1/8/18,21,21309,18477
1/8/18,22,20820,17814
1/8/18,23,19320,16740
1/8/18,24,18222,15681
1/9/18,1,17430,14900
1/9/18,2,17014,14375
1/9/18,3,16805,14203
1/9/18,4,16683,14134
1/9/18,5,16808,14246
1/9/18,6,17042,14863
1/9/18,7,18154,16195
1/9/18,8,19809,17635
1/9/18,9,19795,17553
1/9/18,10,19720,17577
1/9/18,11,19657,17574
1/9/18,12,19686,17652
1/9/18,13,20027,17417
1/9/18,14,20140,17600
1/9/18,15,20010,17726
1/9/18,16,20208,18005
1/9/18,17,20960,18566
1/9/18,18,22106,19548
1/9/18,19,21816,19229
1/9/18,20,21631,19117
1/9/18,21,21197,18712
1/9/18,22,20690,18074
1/9/18,23,19206,16986
1/9/18,24,18354,15863
1/10/18,1,17660,15104
1/10/18,2,17712,14699
1/10/18,3,17663,14497
1/10/18,4,17897,14508
1/10/18,5,17826,14674
1/10/18,6,18215,15273
1/10/18,7,18909,16444
1/10/18,8,20397,17776
1/10/18,9,20484,17862
1/10/18,10,20210,17599
1/10/18,11,19844,17349
1/10/18,12,19895,17183
1/10/18,13,19901,17097
1/10/18,14,19383,17157
1/10/18,15,19778,17490
1/10/18,16,20414,17736
1/10/18,17,20737,18085
1/10/18,18,21462,19154
1/10/18,19,21301,18712
1/10/18,20,21383,18470
1/10/18,21,21099,18085
1/10/18,22,20643,17325
1/10/18,23,19403,16291
1/10/18,24,18352,15168
1/11/18,1,17931,14338
1/11/18,2,17471,13821
1/11/18,3,17157,13386
1/11/18,4,16848,13218
1/11/18,5,16930,13289
1/11/18,6,17478,13771
1/11/18,7,18460,15146
1/11/18,8,20044,16540
1/11/18,9,20403,16828
1/11/18,10,19959,16789
1/11/18,11,19463,16797
1/11/18,12,19373,16549
1/11/18,13,19379,16459
1/11/18,14,19423,16492
1/11/18,15,19493,16619
1/11/18,16,19556,16858
1/11/18,17,20085,17375
1/11/18,18,21031,18255
1/11/18,19,20665,17915
1/11/18,20,20352,17828
1/11/18,21,20043,17481
1/11/18,22,19428,16772
1/11/18,23,18718,15708
1/11/18,24,17244,14433
1/12/18,1,16918,13692
1/12/18,2,16349,13150
1/12/18,3,16072,12942
1/12/18,4,16089,12974
1/12/18,5,16300,13082
1/12/18,6,16692,13772
1/12/18,7,17138,14724
1/12/18,8,18450,16170
1/12/18,9,19292,16875
1/12/18,10,19462,17088
1/12/18,11,19750,17374
1/12/18,12,20128,17628
1/12/18,13,19525,17643
1/12/18,14,20021,17922
1/12/18,15,19691,17765
1/12/18,16,19882,17849
1/12/18,17,20549,18390
1/12/18,18,21531,19431
1/12/18,19,21444,19339
1/12/18,20,21403,19106
1/12/18,21,21372,18706
1/12/18,22,20863,18202
1/12/18,23,19692,17312
1/12/18,24,18661,16182
1/13/18,1,18588,15585
1/13/18,2,18298,15247
1/13/18,3,18153,15016
1/13/18,4,18051,14912
1/13/18,5,18011,14964
1/13/18,6,18181,15279
1/13/18,7,18547,15781
1/13/18,8,19064,16492
1/13/18,9,19651,17259
1/13/18,10,19993,17775
1/13/18,11,19898,17503
1/13/18,12,19728,17436
1/13/18,13,20156,17173
1/13/18,14,20181,17049
1/13/18,15,20177,16906
1/13/18,16,20476,17314
1/13/18,17,21236,18271
1/13/18,18,22748,19813
1/13/18,19,22069,19738
1/13/18,20,21903,19118
1/13/18,21,21872,18801
1/13/18,22,21516,18279
1/13/18,23,20474,17610
1/13/18,24,19505,16691
1/14/18,1,19676,16245
1/14/18,2,19298,15859
1/14/18,3,18979,15525
1/14/18,4,18879,15385
1/14/18,5,19205,15417
1/14/18,6,19420,15567
1/14/18,7,18064,15940
1/14/18,8,20242,16662
1/14/18,9,20908,17214
1/14/18,10,20174,17298
1/14/18,11,19864,17253
1/14/18,12,20134,17227
1/14/18,13,20525,17076
1/14/18,14,20862,17010
1/14/18,15,20649,17042
1/14/18,16,21171,17750
1/14/18,17,21710,18655
1/14/18,18,22599,19958
1/14/18,19,22620,19621
1/14/18,20,22564,19328
1/14/18,21,22752,19049
1/14/18,22,22124,18427
1/14/18,23,20741,17276
1/14/18,24,19882,16197
1/15/18,1,19745,16003
1/15/18,2,19637,15583
1/15/18,3,19049,15230
1/15/18,4,19039,15240
1/15/18,5,19162,15441
1/15/18,6,19971,15944
1/15/18,7,21847,17472
1/15/18,8,22317,18989
1/15/18,9,22722,19317
1/15/18,10,23604,19335
1/15/18,11,23450,19278
1/15/18,12,23481,19124
1/15/18,13,22976,18984
1/15/18,14,23182,19018
1/15/18,15,23547,19062
1/15/18,16,23468,19250
1/15/18,17,22586,19612
1/15/18,18,22272,20073
1/15/18,19,22417,19953
1/15/18,20,22501,19943
1/15/18,21,23247,19990
1/15/18,22,22989,19387
1/15/18,23,22028,18259
1/15/18,24,20572,17018
1/16/18,1,20197,16484
1/16/18,2,19569,16010
1/16/18,3,19332,15799
1/16/18,4,19228,15673
1/16/18,5,19261,15650
1/16/18,6,19803,16276
1/16/18,7,21239,17609
1/16/18,8,22222,18844
1/16/18,9,22474,19013
1/16/18,10,23074,19190
1/16/18,11,22865,19013
1/16/18,12,22592,18752
1/16/18,13,22111,18495
1/16/18,14,21967,18256
1/16/18,15,21581,18232
1/16/18,16,21833,18356
1/16/18,17,22798,19001
1/16/18,18,23816,19988
1/16/18,19,24227,19945
1/16/18,20,23944,19833
1/16/18,21,23467,19604
1/16/18,22,22457,18829
1/16/18,23,21497,17794
1/16/18,24,20323,16718
1/17/18,1,18805,16173
1/17/18,2,18645,15854
1/17/18,3,18566,15720
1/17/18,4,18243,15588
1/17/18,5,18598,15742
1/17/18,6,19351,16230
1/17/18,7,20548,17406
1/17/18,8,22137,18909
1/17/18,9,22413,18892
1/17/18,10,22165,18769
1/17/18,11,21712,18540
1/17/18,12,21134,18242
1/17/18,13,20381,17830
1/17/18,14,20446,17678
1/17/18,15,20543,17635
1/17/18,16,20823,17754
1/17/18,17,21823,18472
1/17/18,18,23203,19623
1/17/18,19,23302,19797
1/17/18,20,22992,19489
1/17/18,21,22766,19250
1/17/18,22,22090,18527
1/17/18,23,20498,17299
1/17/18,24,18885,16299
1/18/18,1,18659,15534
1/18/18,2,18549,15093
1/18/18,3,18263,14874
1/18/18,4,18190,14804
1/18/18,5,18034,14939
1/18/18,6,18586,15551
1/18/18,7,19597,16859
1/18/18,8,21339,18321
1/18/18,9,21349,18368
1/18/18,10,21461,18374
1/18/18,11,21475,18315
1/18/18,12,21665,18507
1/18/18,13,21818,18689
1/18/18,14,21118,18017
1/18/18,15,21024,17968
1/18/18,16,21143,18196
1/18/18,17,21727,18785
1/18/18,18,22661,19704
1/18/18,19,22634,19691
1/18/18,20,22169,19248
1/18/18,21,21722,18856
1/18/18,22,21019,18135
1/18/18,23,19693,17078
1/18/18,24,18646,15936
1/19/18,1,17985,15212
1/19/18,2,17697,14803
1/19/18,3,17704,14610
1/19/18,4,17673,14448
1/19/18,5,17368,14527
1/19/18,6,17944,15136
1/19/18,7,18753,16133
1/19/18,8,20241,17464
1/19/18,9,20663,17745
1/19/18,10,20652,17729
1/19/18,11,20420,17465
1/19/18,12,20428,17136
1/19/18,13,19359,16634
1/19/18,14,19374,16544
1/19/18,15,19249,16411
1/19/18,16,19636,16601
1/19/18,17,20395,17224
1/19/18,18,21380,18286
1/19/18,19,21182,18264
1/19/18,20,21093,18035
1/19/18,21,20642,17743
1/19/18,22,19967,17190
1/19/18,23,18935,16286
1/19/18,24,18374,15174
1/20/18,1,17445,14479
1/20/18,2,16996,13733
1/20/18,3,16621,13392
1/20/18,4,16507,13240
1/20/18,5,16548,13251
1/20/18,6,16710,13399
1/20/18,7,17034,13931
1/20/18,8,17399,14728
1/20/18,9,17973,15388
1/20/18,10,18232,15833
1/20/18,11,18159,16010
1/20/18,12,18146,15817
1/20/18,13,17923,15341
1/20/18,14,17520,14981
1/20/18,15,17357,14820
1/20/18,16,17933,15125
1/20/18,17,18648,16030
1/20/18,18,19912,17278
1/20/18,19,19935,17375
1/20/18,20,19444,16958
1/20/18,21,18648,16523
1/20/18,22,18261,16040
1/20/18,23,17832,15393
1/20/18,24,17030,14596
1/21/18,1,16382,13896
1/21/18,2,16048,13518
1/21/18,3,15842,13326
1/21/18,4,15791,13196
1/21/18,5,15867,13284
1/21/18,6,16139,13497
1/21/18,7,16513,13952
1/21/18,8,16598,14445
1/21/18,9,17268,14955
1/21/18,10,17539,15349
1/21/18,11,17697,15509
1/21/18,12,17034,15535
1/21/18,13,17688,15594
1/21/18,14,18293,15652
1/21/18,15,18383,15848
1/21/18,16,18275,16232
1/21/18,17,18237,17052
1/21/18,18,19312,18035
1/21/18,19,19353,17948
1/21/18,20,18869,17531
1/21/18,21,18448,17149
1/21/18,22,17846,16563
1/21/18,23,16877,15623
1/21/18,24,16676,14839
1/22/18,1,16421,14194
1/22/18,2,16274,13795
1/22/18,3,16152,13678
1/22/18,4,16061,13635
1/22/18,5,15997,13788
1/22/18,6,16733,14392
1/22/18,7,17247,15592
1/22/18,8,18926,17091
1/22/18,9,19253,17471
1/22/18,10,19453,17699
1/22/18,11,20031,17879
1/22/18,12,20272,18097
1/22/18,13,20443,18122
1/22/18,14,20406,18125
1/22/18,15,19716,18037
1/22/18,16,19739,18210
1/22/18,17,19789,18591
1/22/18,18,20416,19289
1/22/18,19,20068,18938
1/22/18,20,19770,18753
1/22/18,21,19823,18365
1/22/18,22,19256,17709
1/22/18,23,18742,16616
1/22/18,24,17847,15502
1/23/18,1,17494,14752
1/23/18,2,17024,14360
1/23/18,3,16426,14009
1/23/18,4,15929,13910
1/23/18,5,16047,13963
1/23/18,6,16460,14326
1/23/18,7,17519,15596
1/23/18,8,18439,16819
1/23/18,9,18787,17099
1/23/18,10,19184,17015
1/23/18,11,19350,16918
1/23/18,12,19444,16863
1/23/18,13,19545,16864
1/23/18,14,19603,16902
1/23/18,15,19684,16974
1/23/18,16,20031,17308
1/23/18,17,20601,17906
1/23/18,18,21178,18683
1/23/18,19,21226,18694
1/23/18,20,20958,18677
1/23/18,21,20630,18354
1/23/18,22,19454,17587
1/23/18,23,18252,16481
1/23/18,24,17428,15537
1/24/18,1,17137,14851
1/24/18,2,17066,14766
1/24/18,3,17219,14699
1/24/18,4,16784,14665
1/24/18,5,17050,14893
1/24/18,6,17888,15385
1/24/18,7,18949,16783
1/24/18,8,20316,18337
1/24/18,9,19919,18538
1/24/18,10,19551,18273
1/24/18,11,18973,17837
1/24/18,12,19030,17590
1/24/18,13,18953,17175
1/24/18,14,19060,16951
1/24/18,15,19311,17038
1/24/18,16,18964,17471
1/24/18,17,19882,18504
1/24/18,18,21468,19593
1/24/18,19,21442,19659
1/24/18,20,21320,19631
1/24/18,21,21127,19332
1/24/18,22,19996,18651
1/24/18,23,18707,17542
1/24/18,24,18043,16530
1/25/18,1,17456,15976
1/25/18,2,17430,15630
1/25/18,3,17354,15397
1/25/18,4,17405,15382
1/25/18,5,17482,15476
1/25/18,6,17244,16063
1/25/18,7,18258,17376
1/25/18,8,19636,18929
1/25/18,9,20185,18965
1/25/18,10,20212,18562
1/25/18,11,19964,18279
1/25/18,12,19689,18006
1/25/18,13,19506,17790
1/25/18,14,19838,17884
1/25/18,15,20197,18149
1/25/18,16,20022,18493
1/25/18,17,20868,19164
1/25/18,18,21757,19999
1/25/18,19,21481,19912
1/25/18,20,20839,19596
1/25/18,21,20397,19170
1/25/18,22,19602,18495
1/25/18,23,18403,17404
1/25/18,24,18171,16290
1/26/18,1,17998,15521
1/26/18,2,17633,15045
1/26/18,3,17421,14808
1/26/18,4,17322,14692
1/26/18,5,17432,14815
1/26/18,6,18062,15318
1/26/18,7,19436,16457
1/26/18,8,20213,17872
1/26/18,9,20554,17854
1/26/18,10,19245,17434
1/26/18,11,19221,16912
1/26/18,12,19008,16476
1/26/18,13,18856,16209
1/26/18,14,18565,15907
1/26/18,15,18559,15951
1/26/18,16,19089,16234
1/26/18,17,19795,17028
1/26/18,18,20543,17907
1/26/18,19,20791,18107
1/26/18,20,20515,18028
1/26/18,21,20587,17702
1/26/18,22,19705,16921
1/26/18,23,18545,15835
1/26/18,24,17619,14645
1/27/18,1,16960,13825
1/27/18,2,16371,13253
1/27/18,3,16109,12955
1/27/18,4,15899,12723
1/27/18,5,15799,12637
1/27/18,6,16076,12904
1/27/18,7,16707,13502
1/27/18,8,17409,14357
1/27/18,9,18240,14959
1/27/18,10,18613,15490
1/27/18,11,18919,15833
1/27/18,12,18925,15889
1/27/18,13,18863,15750
1/27/18,14,18755,15641
1/27/18,15,18437,15604
1/27/18,16,18462,15809
1/27/18,17,18886,16226
1/27/18,18,19529,16864
1/27/18,19,19386,16733
1/27/18,20,19175,16572
1/27/18,21,18477,15923
1/27/18,22,18052,15335
1/27/18,23,17586,14572
1/27/18,24,16912,13862
1/28/18,1,15906,13249
1/28/18,2,15710,12855
1/28/18,3,15542,12567
1/28/18,4,15344,12453
1/28/18,5,15425,12566
1/28/18,6,15715,12892
1/28/18,7,15978,13428
1/28/18,8,16494,13994
1/28/18,9,16512,14371
1/28/18,10,16939,14565
1/28/18,11,17067,14524
1/28/18,12,17077,14664
1/28/18,13,17675,14836
1/28/18,14,17958,15079
1/28/18,15,17918,15105
1/28/18,16,18216,15426
1/28/18,17,19201,16451
1/28/18,18,19832,17483
1/28/18,19,20102,17761
1/28/18,20,19726,17399
1/28/18,21,19204,16994
1/28/18,22,18857,16365
1/28/18,23,17896,15572
1/28/18,24,17068,14650
1/29/18,1,16969,14348
1/29/18,2,16490,13838
1/29/18,3,16403,13726
1/29/18,4,16336,13636
1/29/18,5,16477,13819
1/29/18,6,17119,14475
1/29/18,7,18040,15910
1/29/18,8,19629,17574
1/29/18,9,19426,17734
1/29/18,10,19440,17714
1/29/18,11,19667,17599
1/29/18,12,19646,17465
1/29/18,13,19431,17254
1/29/18,14,19450,17293
1/29/18,15,20022,17369
1/29/18,16,20126,17648
1/29/18,17,21067,18474
1/29/18,18,21756,19208
1/29/18,19,21929,19400
1/29/18,20,21755,19222
1/29/18,21,21110,18874
1/29/18,22,20150,18106
1/29/18,23,19270,16995
1/29/18,24,18482,15937
1/30/18,1,17852,15353
1/30/18,2,17499,14874
1/30/18,3,17275,14653
1/30/18,4,17301,14635
1/30/18,5,17454,14799
1/30/18,6,18172,15554
1/30/18,7,20160,17004
1/30/18,8,21906,18453
1/30/18,9,21809,18656
1/30/18,10,21828,18661
1/30/18,11,21180,18439
1/30/18,12,21024,18304
1/30/18,13,20725,18058
1/30/18,14,20717,17942
1/30/18,15,20290,17766
1/30/18,16,20762,18005
1/30/18,17,21601,18679
1/30/18,18,22759,19696
1/30/18,19,23100,20202
1/30/18,20,22850,20097
1/30/18,21,22209,19626
1/30/18,22,21446,18892
1/30/18,23,20073,17807
1/30/18,24,18835,16662
1/31/18,1,18582,16133
1/31/18,2,18333,15715
1/31/18,3,18140,15563
1/31/18,4,17959,15371
1/31/18,5,17907,15290
1/31/18,6,18734,15762
1/31/18,7,20676,17040
1/31/18,8,22088,18225
1/31/18,9,22371,18460
1/31/18,10,22222,18386
1/31/18,11,22069,18572
1/31/18,12,21808,18665
1/31/18,13,21746,18563
1/31/18,14,21245,18395
1/31/18,15,21030,18079
1/31/18,16,21254,17903
1/31/18,17,22209,18503
1/31/18,18,23001,19243
1/31/18,19,23029,19295
1/31/18,20,22827,19171
1/31/18,21,22236,18765
1/31/18,22,20776,17921
1/31/18,23,19373,16799
1/31/18,24,18192,15647
2/1/18,1,17515,14914
2/1/18,2,17269,14648
2/1/18,3,17035,14468
2/1/18,4,16773,14313
2/1/18,5,17006,14430
2/1/18,6,17646,15050
2/1/18,7,18699,16113
2/1/18,8,19758,17226
2/1/18,9,19744,17390
2/1/18,10,19786,17125
2/1/18,11,19388,16635
2/1/18,12,19042,16249
2/1/18,13,19176,16281
2/1/18,14,19237,16474
2/1/18,15,18964,16546
2/1/18,16,19607,17105
2/1/18,17,19853,17810
2/1/18,18,20945,18666
2/1/18,19,21510,19081
2/1/18,20,21206,18836
2/1/18,21,21099,18829
2/1/18,22,20443,18269
2/1/18,23,19258,17128
2/1/18,24,18564,16083
2/2/18,1,18182,15602
2/2/18,2,17902,15192
2/2/18,3,17684,14995
2/2/18,4,17510,14931
2/2/18,5,17735,15149
2/2/18,6,18347,15889
2/2/18,7,19716,17213
2/2/18,8,21044,18555
2/2/18,9,21293,18879
2/2/18,10,20761,18396
2/2/18,11,20452,18058
2/2/18,12,20308,17890
2/2/18,13,19942,17641
2/2/18,14,19554,17527
2/2/18,15,19658,17543
2/2/18,16,19943,17877
2/2/18,17,20731,18597
2/2/18,18,21688,19700
2/2/18,19,21664,19951
2/2/18,20,21423,19610
2/2/18,21,21128,19139
2/2/18,22,20813,18579
2/2/18,23,20093,17690
2/2/18,24,18931,16653
2/3/18,1,18493,15961
2/3/18,2,18305,15535
2/3/18,3,18215,15341
2/3/18,4,17963,15041
2/3/18,5,18043,15056
2/3/18,6,18243,15288
2/3/18,7,18675,15930
2/3/18,8,19430,16699
2/3/18,9,20039,17391
2/3/18,10,20333,17882
2/3/18,11,19519,17543
2/3/18,12,19463,17118
2/3/18,13,19641,17049
2/3/18,14,19876,17039
2/3/18,15,19956,17233
2/3/18,16,20517,17527
2/3/18,17,20478,17908
2/3/18,18,20671,18679
2/3/18,19,20761,18962
2/3/18,20,19976,18318
2/3/18,21,20053,17844
2/3/18,22,19678,17173
2/3/18,23,19282,16400
2/3/18,24,18211,15469
2/4/18,1,18002,14954
2/4/18,2,17563,14368
2/4/18,3,17213,13965
2/4/18,4,16955,13766
2/4/18,5,17132,13865
2/4/18,6,17083,14049
2/4/18,7,17213,14445
2/4/18,8,17712,15018
2/4/18,9,18068,15457
2/4/18,10,18583,16086
2/4/18,11,19265,16639
2/4/18,12,19712,17020
2/4/18,13,19754,17181
2/4/18,14,19429,16884
2/4/18,15,19382,16670
2/4/18,16,19639,16833
2/4/18,17,19937,17328
2/4/18,18,20746,18273
2/4/18,19,21075,18589
2/4/18,20,20400,17879
2/4/18,21,19504,17382
2/4/18,22,19541,16943
2/4/18,23,19111,16326
2/4/18,24,18581,15735
2/5/18,1,17438,15170
2/5/18,2,17344,14835
2/5/18,3,17260,14747
2/5/18,4,17427,14858
2/5/18,5,17418,15019
2/5/18,6,17996,15665
2/5/18,7,19024,17125
2/5/18,8,20269,18471
2/5/18,9,20258,18617
2/5/18,10,20203,18428
2/5/18,11,20120,18175
2/5/18,12,20022,18007
2/5/18,13,19902,17686
2/5/18,14,20127,17621
2/5/18,15,20017,17408
2/5/18,16,20074,17628
2/5/18,17,20492,18284
2/5/18,18,21363,19562
2/5/18,19,22074,20076
2/5/18,20,21661,19580
2/5/18,21,21025,19204
2/5/18,22,20785,18609
2/5/18,23,19621,17596
2/5/18,24,19011,16669
2/6/18,1,18184,15990
2/6/18,2,17859,15622
2/6/18,3,17290,15177
2/6/18,4,17015,15137
2/6/18,5,17536,15377
2/6/18,6,18181,15947
2/6/18,7,19031,17230
2/6/18,8,20290,18523
2/6/18,9,20779,18739
2/6/18,10,20545,18617
2/6/18,11,19849,18220
2/6/18,12,19469,17962
2/6/18,13,19355,17708
2/6/18,14,19612,17566
2/6/18,15,19743,17553
2/6/18,16,19368,17733
2/6/18,17,20385,18396
2/6/18,18,20885,19316
2/6/18,19,21812,19970
2/6/18,20,21371,19594
2/6/18,21,21271,19477
2/6/18,22,20543,18847
2/6/18,23,19385,17739
2/6/18,24,18529,16708
2/7/18,1,17515,16022
2/7/18,2,17402,15539
2/7/18,3,17452,15411
2/7/18,4,16953,15280
2/7/18,5,17119,15409
2/7/18,6,17971,15972
2/7/18,7,18852,17451
2/7/18,8,20032,18829
2/7/18,9,20310,19115
2/7/18,10,20522,19291
2/7/18,11,20770,19365
2/7/18,12,20285,19165
2/7/18,13,19785,18913
2/7/18,14,19412,18621
2/7/18,15,19309,18392
2/7/18,16,19771,18511
2/7/18,17,20175,18830
2/7/18,18,21110,19463
2/7/18,19,21565,19922
2/7/18,20,20973,19620
2/7/18,21,20789,19536
2/7/18,22,19943,18792
2/7/18,23,18842,17637
2/7/18,24,17524,16402
2/8/18,1,17224,16003
2/8/18,2,17192,15620
2/8/18,3,16964,15358
2/8/18,4,16836,15431
2/8/18,5,16809,15475
2/8/18,6,17726,16192
2/8/18,7,18842,17563
2/8/18,8,19944,18645
2/8/18,9,20034,18867
2/8/18,10,20642,18966
2/8/18,11,20564,18871
2/8/18,12,19848,18427
2/8/18,13,19143,17927
2/8/18,14,19015,17709
2/8/18,15,20075,17850
2/8/18,16,20805,18051
2/8/18,17,21002,18549
2/8/18,18,21616,19237
2/8/18,19,21993,19693
2/8/18,20,21606,19440
2/8/18,21,21696,19194
2/8/18,22,20527,18478
2/8/18,23,19435,17415
2/8/18,24,18877,16663
2/9/18,1,17797,15962
2/9/18,2,17364,15499
2/9/18,3,16912,15190
2/9/18,4,17148,15123
2/9/18,5,17392,15337
2/9/18,6,17921,15960
2/9/18,7,19142,17280
2/9/18,8,20368,18523
2/9/18,9,20181,18605
2/9/18,10,20298,18654
2/9/18,11,20423,18718
2/9/18,12,20259,18610
2/9/18,13,20140,18399
2/9/18,14,20187,18402
2/9/18,15,20229,18355
2/9/18,16,20089,18337
2/9/18,17,20073,18635
2/9/18,18,20818,19202
2/9/18,19,21280,19563
2/9/18,20,20720,19208
2/9/18,21,19983,18860
2/9/18,22,19086,18242
2/9/18,23,18013,17151
2/9/18,24,17175,16092
2/10/18,1,16383,15404
2/10/18,2,16131,14885
2/10/18,3,16579,14732
2/10/18,4,16521,14482
2/10/18,5,16620,14484
2/10/18,6,16696,14743
2/10/18,7,16974,15275
2/10/18,8,17351,16012
2/10/18,9,18234,16657
2/10/18,10,18715,17343
2/10/18,11,19124,17727
2/10/18,12,18970,17829
2/10/18,13,18486,17612
2/10/18,14,18424,17334
2/10/18,15,18236,17223
2/10/18,16,18259,17179
2/10/18,17,18326,17517
2/10/18,18,18933,18259
2/10/18,19,19102,18705
2/10/18,20,18617,18096
2/10/18,21,18517,17694
2/10/18,22,18154,17109
2/10/18,23,17187,16286
2/10/18,24,16667,15430
2/11/18,1,16535,14838
2/11/18,2,16958,14459
2/11/18,3,16836,14307
2/11/18,4,16850,14203
2/11/18,5,16570,14108
2/11/18,6,17057,14191
2/11/18,7,17354,14568
2/11/18,8,17447,14980
2/11/18,9,17762,15707
2/11/18,10,18937,16555
2/11/18,11,18971,17143
2/11/18,12,19316,17545
2/11/18,13,19298,17774
2/11/18,14,19114,17734
