Date,Hour,Market Demand,Ontario Demand
10/8/18,22,15613,13274
10/8/18,23,14441,12531
10/8/18,24,14280,11782
10/9/18,1,14026,11400
10/9/18,2,13823,11154
10/9/18,3,13623,11042
10/9/18,4,13599,11098
10/9/18,5,14098,11729
10/9/18,6,15302,13127
10/9/18,7,16296,14671
10/9/18,8,16624,14972
10/9/18,9,16811,15115
10/9/18,10,17064,15356
10/9/18,11,17699,15541
10/9/18,12,17781,15842
10/9/18,13,18465,16342
10/9/18,14,18454,16659
10/9/18,15,19152,17115
10/9/18,16,19418,17755
10/9/18,17,19537,18009
10/9/18,18,19181,17811
10/9/18,19,19130,17781
10/9/18,20,18423,16965
10/9/18,21,17907,16451
10/9/18,22,17129,15723
10/9/18,23,16220,14603
10/9/18,24,15759,13538
10/10/18,1,14845,12630
10/10/18,2,15001,12236
10/10/18,3,14770,12018
10/10/18,4,14767,12050
10/10/18,5,14801,12462
10/10/18,6,15451,13749
10/10/18,7,17122,15361
10/10/18,8,17518,15872
10/10/18,9,17707,16089
10/10/18,10,17912,16259
10/10/18,11,18192,16504
10/10/18,12,18668,16927
10/10/18,13,18974,17226
10/10/18,14,19232,17469
10/10/18,15,19532,17821
10/10/18,16,19850,18163
10/10/18,17,19474,18205
10/10/18,18,19540,18057
10/10/18,19,19530,18188
10/10/18,20,19523,17856
10/10/18,21,18668,17007
10/10/18,22,17757,15739
10/10/18,23,16879,14651
10/10/18,24,16021,13510
10/11/18,1,15770,13213
10/11/18,2,15567,12802
10/11/18,3,15238,12488
10/11/18,4,15181,12469
10/11/18,5,15783,13056
10/11/18,6,16740,14427
10/11/18,7,17831,15665
10/11/18,8,18146,16014
10/11/18,9,18385,16155
10/11/18,10,18356,16069
10/11/18,11,18139,15907
10/11/18,12,17698,15730
10/11/18,13,17584,15616
10/11/18,14,17579,15375
10/11/18,15,17553,15324
10/11/18,16,17881,15571
10/11/18,17,18149,15764
10/11/18,18,18249,15913
10/11/18,19,18568,16285
10/11/18,20,18279,15988
10/11/18,21,17605,15311
10/11/18,22,16495,14191
10/11/18,23,15556,13114
10/11/18,24,14923,12424
10/12/18,1,14708,11980
10/12/18,2,14251,11622
10/12/18,3,14073,11479
10/12/18,4,14199,11551
10/12/18,5,14820,12162
10/12/18,6,15823,13498
10/12/18,7,17124,14886
10/12/18,8,17292,15112
10/12/18,9,17134,14847
10/12/18,10,16995,14703
10/12/18,11,16980,14702
10/12/18,12,16770,14566
10/12/18,13,16731,14525
10/12/18,14,16666,14537
10/12/18,15,16578,14623
10/12/18,16,16777,14977
10/12/18,17,17168,15579
10/12/18,18,17300,15994
10/12/18,19,17341,16098
10/12/18,20,17420,15937
10/12/18,21,17178,15324
10/12/18,22,16616,14576
10/12/18,23,15921,13551
10/12/18,24,15140,12815
10/13/18,1,14378,12274
10/13/18,2,14026,11772
10/13/18,3,13854,11585
10/13/18,4,13898,11532
10/13/18,5,14017,11690
10/13/18,6,14526,12274
10/13/18,7,14922,13020
10/13/18,8,15396,13709
10/13/18,9,15655,14189
10/13/18,10,15601,14129
10/13/18,11,15593,14065
10/13/18,12,15761,13996
10/13/18,13,15772,13802
10/13/18,14,15451,13451
10/13/18,15,15406,13404
10/13/18,16,15799,13733
10/13/18,17,16354,14322
10/13/18,18,16453,14906
10/13/18,19,16854,15225
10/13/18,20,16418,14839
10/13/18,21,16061,14292
10/13/18,22,15798,13671
10/13/18,23,14961,12816
10/13/18,24,14345,12109
10/14/18,1,13939,11734
10/14/18,2,13443,11335
10/14/18,3,13146,11093
10/14/18,4,13074,11016
10/14/18,5,13286,11205
10/14/18,6,13969,11700
10/14/18,7,14662,12335
10/14/18,8,15076,12921
10/14/18,9,15081,13033
10/14/18,10,15094,13071
10/14/18,11,15000,12951
10/14/18,12,15062,12950
10/14/18,13,14854,12787
10/14/18,14,14960,12845
10/14/18,15,15225,13110
10/14/18,16,15647,13545
10/14/18,17,16585,14508
10/14/18,18,16774,15191
10/14/18,19,16869,15381
10/14/18,20,16464,14816
10/14/18,21,15916,14231
10/14/18,22,15728,13526
10/14/18,23,14701,12557
10/14/18,24,13985,11799
10/15/18,1,13669,11479
10/15/18,2,13421,11317
10/15/18,3,13536,11377
10/15/18,4,13777,11602
10/15/18,5,14365,12210
10/15/18,6,15349,13623
10/15/18,7,16881,15137
10/15/18,8,17311,15614
10/15/18,9,17696,15796
10/15/18,10,17956,15971
10/15/18,11,18107,15822
10/15/18,12,17916,15596
10/15/18,13,18213,15670
10/15/18,14,17836,15362
10/15/18,15,17776,15288
10/15/18,16,18087,15614
10/15/18,17,18388,15878
10/15/18,18,18588,16078
10/15/18,19,19091,16581
10/15/18,20,18819,16319
10/15/18,21,18206,15686
10/15/18,22,17275,14738
10/15/18,23,16236,13707
10/15/18,24,15349,12894
10/16/18,1,14524,12421
10/16/18,2,14201,12232
10/16/18,3,14154,12147
10/16/18,4,14262,12231
10/16/18,5,14943,12828
10/16/18,6,16497,14310
10/16/18,7,17694,15639
10/16/18,8,17900,15540
10/16/18,9,17778,15277
10/16/18,10,17404,14884
10/16/18,11,16906,14456
10/16/18,12,16683,14225
10/16/18,13,16744,14291
10/16/18,14,16110,14170
10/16/18,15,16399,14374
10/16/18,16,17353,14916
10/16/18,17,17965,15528
10/16/18,18,18554,16130
10/16/18,19,18701,16554
10/16/18,20,18565,16162
10/16/18,21,17816,15360
10/16/18,22,16847,14336
10/16/18,23,15673,13210
10/16/18,24,14865,12484
10/17/18,1,14247,12087
10/17/18,2,14232,11862
10/17/18,3,14131,11740
10/17/18,4,14261,11860
10/17/18,5,14804,12470
10/17/18,6,16482,14038
10/17/18,7,17951,15516
10/17/18,8,18013,15556
10/17/18,9,18094,15607
10/17/18,10,17776,15294
10/17/18,11,17455,14983
10/17/18,12,17299,14839
10/17/18,13,17215,14771
10/17/18,14,17171,14765
10/17/18,15,17066,14682
10/17/18,16,17621,15205
10/17/18,17,18349,15908
10/17/18,18,18841,16408
10/17/18,19,19292,17032
10/17/18,20,18964,16773
10/17/18,21,18570,16112
10/17/18,22,17428,14975
10/17/18,23,16263,13852
10/17/18,24,15551,13119
10/18/18,1,15247,12772
10/18/18,2,15083,12567
10/18/18,3,15009,12506
10/18/18,4,15082,12576
10/18/18,5,15566,13176
10/18/18,6,16506,14649
10/18/18,7,17811,16122
10/18/18,8,17673,16225
10/18/18,9,17715,15935
10/18/18,10,17557,15644
10/18/18,11,17284,15382
10/18/18,12,16905,15051
10/18/18,13,16845,14814
10/18/18,14,16270,14471
10/18/18,15,16900,14557
10/18/18,16,17149,14971
10/18/18,17,17611,15521
10/18/18,18,18259,16417
10/18/18,19,18614,16832
10/18/18,20,18423,16361
10/18/18,21,18261,15849
10/18/18,22,17266,14945
10/18/18,23,16137,13669
10/18/18,24,15200,12851
10/19/18,1,14779,12402
10/19/18,2,14448,12066
10/19/18,3,14466,11975
10/19/18,4,14514,12084
10/19/18,5,15036,12583
10/19/18,6,16451,14033
10/19/18,7,17805,15409
10/19/18,8,17968,15536
10/19/18,9,17569,15180
10/19/18,10,17175,14822
10/19/18,11,16838,14500
10/19/18,12,16413,14174
10/19/18,13,16759,14334
10/19/18,14,17036,14700
10/19/18,15,17171,14787
10/19/18,16,17747,15363
10/19/18,17,17994,15667
10/19/18,18,18097,15720
10/19/18,19,18183,15848
10/19/18,20,17966,15606
10/19/18,21,17382,14995
10/19/18,22,16253,13931
10/19/18,23,15088,12810
10/19/18,24,14630,12095
10/20/18,1,13603,11504
10/20/18,2,13255,11152
10/20/18,3,13165,11071
10/20/18,4,13194,11104
10/20/18,5,13905,11336
10/20/18,6,14602,12002
10/20/18,7,15524,12947
10/20/18,8,16148,13646
10/20/18,9,16307,13782
10/20/18,10,16360,13855
10/20/18,11,16459,13920
10/20/18,12,16244,13773
10/20/18,13,15665,13663
10/20/18,14,15390,13414
10/20/18,15,15363,13333
10/20/18,16,16157,14086
10/20/18,17,17151,14952
10/20/18,18,17596,15212
10/20/18,19,17488,14936
10/20/18,20,17117,14541
10/20/18,21,16351,13931
10/20/18,22,15574,13261
10/20/18,23,14945,12566
10/20/18,24,14437,11937
10/21/18,1,13937,11532
10/21/18,2,13702,11268
10/21/18,3,13605,11193
10/21/18,4,13637,11233
10/21/18,5,13901,11495
10/21/18,6,14453,12010
10/21/18,7,14672,12635
10/21/18,8,15404,13465
10/21/18,9,15906,13924
10/21/18,10,16133,14135
10/21/18,11,16194,14221
10/21/18,12,16237,14226
10/21/18,13,16321,14289
10/21/18,14,16230,14216
10/21/18,15,16446,14438
10/21/18,16,16929,14950
10/21/18,17,17401,15681
10/21/18,18,17875,16283
10/21/18,19,17847,16175
10/21/18,20,17475,15717
10/21/18,21,17005,15068
10/21/18,22,16072,14074
10/21/18,23,15081,13181
10/21/18,24,15077,12659
10/22/18,1,14322,12279
10/22/18,2,14120,12073
10/22/18,3,14095,11999
10/22/18,4,14229,12195
10/22/18,5,14861,12847
10/22/18,6,16262,14247
10/22/18,7,17525,15836
10/22/18,8,18127,16178
10/22/18,9,17857,15979
10/22/18,10,17505,15602
10/22/18,11,17385,15329
10/22/18,12,16962,14945
10/22/18,13,17061,15046
10/22/18,14,17193,15229
10/22/18,15,17530,15474
10/22/18,16,17823,15811
10/22/18,17,18203,16280
10/22/18,18,18734,16796
10/22/18,19,19151,17134
10/22/18,20,18795,16733
10/22/18,21,17919,15966
10/22/18,22,16581,14777
10/22/18,23,15646,13678
10/22/18,24,14833,12830
10/23/18,1,14471,12418
10/23/18,2,14351,12379
10/23/18,3,14287,12330
10/23/18,4,14439,12442
10/23/18,5,14953,13019
10/23/18,6,16385,14434
10/23/18,7,17786,15871
10/23/18,8,18067,16052
10/23/18,9,17946,15980
10/23/18,10,17660,15716
10/23/18,11,17414,15447
10/23/18,12,17284,15318
10/23/18,13,17215,15271
10/23/18,14,17184,15194
10/23/18,15,17331,15416
10/23/18,16,18030,15991
10/23/18,17,18448,16416
10/23/18,18,18611,16666
10/23/18,19,18822,17065
10/23/18,20,18572,16795
10/23/18,21,18012,16086
10/23/18,22,17056,15081
10/23/18,23,16118,13856
10/23/18,24,15668,13067
10/24/18,1,15470,12636
10/24/18,2,15177,12409
10/24/18,3,15020,12286
10/24/18,4,15129,12418
10/24/18,5,15711,13090
10/24/18,6,16835,14420
10/24/18,7,18183,16016
10/24/18,8,18222,16333
10/24/18,9,17972,16063
10/24/18,10,17905,15861
10/24/18,11,17937,15783
10/24/18,12,18017,15700
10/24/18,13,18239,15795
10/24/18,14,18414,15928
10/24/18,15,18772,16191
10/24/18,16,19281,16636
10/24/18,17,19477,17010
10/24/18,18,19734,17402
10/24/18,19,19677,17557
10/24/18,20,19334,17120
10/24/18,21,18623,16480
10/24/18,22,17762,15455
10/24/18,23,16889,14355
10/24/18,24,16125,13571
10/25/18,1,15738,13201
10/25/18,2,15685,13023
10/25/18,3,15502,12861
10/25/18,4,15561,12922
10/25/18,5,16069,13463
10/25/18,6,17236,14653
10/25/18,7,18583,16213
10/25/18,8,19035,16521
10/25/18,9,18759,16353
10/25/18,10,18350,16000
10/25/18,11,18050,15710
10/25/18,12,17841,15483
10/25/18,13,17734,15267
10/25/18,14,17684,15142
10/25/18,15,17556,15130
10/25/18,16,18058,15647
10/25/18,17,18712,16428
10/25/18,18,18994,16927
10/25/18,19,18749,17201
10/25/18,20,18648,16831
10/25/18,21,18273,16209
10/25/18,22,17396,15295
10/25/18,23,16667,14187
10/25/18,24,16022,13510
10/26/18,1,15861,13146
10/26/18,2,15573,12882
10/26/18,3,15431,12778
10/26/18,4,15564,12884
10/26/18,5,16022,13365
10/26/18,6,17203,14606
10/26/18,7,18108,16021
10/26/18,8,17992,16248
10/26/18,9,18298,16181
10/26/18,10,18788,16397
10/26/18,11,18553,15952
10/26/18,12,18107,15683
10/26/18,13,18129,15663
10/26/18,14,17855,15443
10/26/18,15,17741,15440
10/26/18,16,18050,15736
10/26/18,17,18656,16243
10/26/18,18,19170,16771
10/26/18,19,19150,16870
10/26/18,20,18559,16236
10/26/18,21,18218,15710
10/26/18,22,17417,14868
10/26/18,23,16555,13900
10/26/18,24,15492,12999
10/27/18,1,14971,12417
10/27/18,2,14681,12151
10/27/18,3,14652,12055
10/27/18,4,14770,12025
10/27/18,5,15067,12300
10/27/18,6,15533,12860
10/27/18,7,16240,13619
10/27/18,8,17138,14529
10/27/18,9,17780,15139
10/27/18,10,17794,15231
10/27/18,11,18185,15597
10/27/18,12,17948,15396
10/27/18,13,17715,15163
10/27/18,14,17700,15149
10/27/18,15,17839,15271
10/27/18,16,18291,15698
10/27/18,17,18665,16116
10/27/18,18,18146,16390
10/27/18,19,18361,16075
10/27/18,20,17936,15655
10/27/18,21,17759,15226
10/27/18,22,17187,14560
10/27/18,23,16403,13769
10/27/18,24,15897,13218
10/28/18,1,15524,12816
10/28/18,2,15246,12550
10/28/18,3,15167,12473
10/28/18,4,15210,12473
10/28/18,5,15216,12579
10/28/18,6,15314,12998
10/28/18,7,15794,13578
10/28/18,8,16215,14275
10/28/18,9,16919,14844
10/28/18,10,16959,15279
10/28/18,11,17208,15448
10/28/18,12,17268,15535
10/28/18,13,17012,15476
10/28/18,14,17050,15312
10/28/18,15,17083,15377
10/28/18,16,17641,15820
10/28/18,17,18233,16343
10/28/18,18,18410,16807
10/28/18,19,17769,16386
10/28/18,20,17659,15936
10/28/18,21,17257,15305
10/28/18,22,16629,14395
10/28/18,23,15914,13479
10/28/18,24,15362,12837
10/29/18,1,15313,12604
10/29/18,2,15026,12294
10/29/18,3,14975,12251
10/29/18,4,15047,12336
10/29/18,5,15707,13032
10/29/18,6,16941,14328
10/29/18,7,17756,15673
10/29/18,8,18257,16255
10/29/18,9,18254,16313
10/29/18,10,18186,16256
10/29/18,11,18242,16007
10/29/18,12,18290,15820
10/29/18,13,18259,15659
10/29/18,14,17951,15347
10/29/18,15,17714,15342
10/29/18,16,18008,15802
10/29/18,17,18294,16316
10/29/18,18,18894,17151
10/29/18,19,19163,17370
10/29/18,20,18739,17008
10/29/18,21,18118,16320
10/29/18,22,16840,15064
10/29/18,23,16146,14128
10/29/18,24,16071,13501
10/30/18,1,15755,13070
10/30/18,2,15530,12853
10/30/18,3,15527,12794
10/30/18,4,15514,12942
10/30/18,5,15695,13521
10/30/18,6,16906,14977
10/30/18,7,18116,16530
10/30/18,8,17394,16414
10/30/18,9,17670,15857
10/30/18,10,17513,15547
10/30/18,11,17267,15311
10/30/18,12,17090,14996
10/30/18,13,17090,14797
10/30/18,14,16756,14541
10/30/18,15,16660,14690
10/30/18,16,17090,15347
10/30/18,17,18201,16302
10/30/18,18,18698,16994
10/30/18,19,18600,16967
10/30/18,20,18180,16477
10/30/18,21,18113,15907
10/30/18,22,17303,14946
10/30/18,23,16933,14110
10/30/18,24,15990,13055
10/31/18,1,15751,12659
10/31/18,2,15411,12328
10/31/18,3,15301,12229
10/31/18,4,15403,12350
10/31/18,5,15922,12880
10/31/18,6,16883,14199
10/31/18,7,17818,15730
10/31/18,8,18186,16262
10/31/18,9,18134,16370
10/31/18,10,18531,16521
10/31/18,11,18339,16514
10/31/18,12,18217,16357
10/31/18,13,18269,16246
10/31/18,14,18310,16148
10/31/18,15,18322,16184
10/31/18,16,18563,16494
10/31/18,17,18311,16570
10/31/18,18,18150,16512
10/31/18,19,17857,16337
10/31/18,20,18016,16179
10/31/18,21,17713,15776
10/31/18,22,16861,14970
10/31/18,23,15849,13865
10/31/18,24,15210,13109
11/1/18,1,14738,12674
11/1/18,2,14901,12506
11/1/18,3,14842,12501
11/1/18,4,14845,12555
11/1/18,5,14943,12963
11/1/18,6,16070,14276
11/1/18,7,17561,15899
11/1/18,8,17904,16458
11/1/18,9,17963,16302
11/1/18,10,18035,16427
11/1/18,11,18228,16419
11/1/18,12,18158,16231
11/1/18,13,18565,16407
11/1/18,14,18255,16348
11/1/18,15,18297,16438
11/1/18,16,18396,16600
11/1/18,17,18377,16983
11/1/18,18,18748,17307
11/1/18,19,18892,16862
11/1/18,20,18894,16639
11/1/18,21,18129,15906
11/1/18,22,16986,14886
11/1/18,23,16203,13795
11/1/18,24,15431,12837
11/2/18,1,15034,12521
11/2/18,2,15134,12516
11/2/18,3,14972,12380
11/2/18,4,14957,12478
11/2/18,5,15361,12963
11/2/18,6,16510,14271
11/2/18,7,18249,15990
11/2/18,8,18786,16574
11/2/18,9,18995,16827
11/2/18,10,18868,16667
11/2/18,11,18789,16654
11/2/18,12,18444,16546
11/2/18,13,17973,16407
11/2/18,14,18146,16348
11/2/18,15,18011,16374
11/2/18,16,18385,16604
11/2/18,17,18585,16925
11/2/18,18,18645,16929
11/2/18,19,18675,16863
11/2/18,20,18587,16804
11/2/18,21,18033,16178
11/2/18,22,16951,15126
11/2/18,23,15890,14055
11/2/18,24,14990,13112
11/3/18,1,14877,12748
11/3/18,2,14565,12457
11/3/18,3,14573,12337
11/3/18,4,14721,12329
11/3/18,5,14814,12670
11/3/18,6,15058,13098
11/3/18,7,15374,13736
11/3/18,8,16658,14793
11/3/18,9,16825,15304
11/3/18,10,16457,15339
11/3/18,11,16235,15009
11/3/18,12,16952,14955
11/3/18,13,17505,14997
11/3/18,14,17439,14953
11/3/18,15,17262,14787
11/3/18,16,17374,14903
11/3/18,17,17910,15724
11/3/18,18,18337,16277
11/3/18,19,18188,16095
11/3/18,20,17614,15627
11/3/18,21,17069,15094
11/3/18,22,16872,14620
11/3/18,23,15946,13861
11/3/18,24,15333,13166
11/4/18,1,14575,12507
11/4/18,2,14425,12317
11/4/18,3,14636,12258
11/4/18,4,14611,12152
11/4/18,5,14505,12121
11/4/18,6,14812,12502
11/4/18,7,15274,13034
11/4/18,8,15539,13487
11/4/18,9,15491,13580
11/4/18,10,15322,13482
11/4/18,11,15260,13152
11/4/18,12,15525,13157
11/4/18,13,15664,13137
11/4/18,14,15699,13221
11/4/18,15,16086,13528
11/4/18,16,16629,14175
11/4/18,17,17905,15420
11/4/18,18,18867,16322
11/4/18,19,18521,16039
11/4/18,20,18189,15723
11/4/18,21,17895,15352
11/4/18,22,17156,14651
11/4/18,23,16692,13803
11/4/18,24,16070,13148
11/5/18,1,15614,12714
11/5/18,2,15232,12200
11/5/18,3,14991,11994
11/5/18,4,14834,12079
11/5/18,5,15322,12256
11/5/18,6,16062,13002
11/5/18,7,17429,14379
11/5/18,8,18512,15701
11/5/18,9,18648,16121
11/5/18,10,18332,16236
11/5/18,11,18849,16478
11/5/18,12,18815,16341
11/5/18,13,18813,16264
11/5/18,14,19054,16439
11/5/18,15,18798,16320
11/5/18,16,18845,16362
11/5/18,17,19265,17236
11/5/18,18,19347,17738
11/5/18,19,19618,17355
11/5/18,20,19604,17128
11/5/18,21,19031,16645
11/5/18,22,18171,15813
11/5/18,23,17117,14790
11/5/18,24,16092,13655
11/6/18,1,15534,12940
11/6/18,2,15009,12213
11/6/18,3,14886,11963
11/6/18,4,14842,11867
11/6/18,5,14931,11976
11/6/18,6,15444,12547
11/6/18,7,16518,13880
11/6/18,8,17502,15462
11/6/18,9,17835,15807
11/6/18,10,18111,15990
11/6/18,11,18170,16028
11/6/18,12,17962,15818
11/6/18,13,17572,15469
11/6/18,14,17493,15236
11/6/18,15,17597,15333
11/6/18,16,17741,15609
11/6/18,17,18524,16328
11/6/18,18,19321,17141
11/6/18,19,19051,16871
11/6/18,20,18775,16594
11/6/18,21,18402,16208
11/6/18,22,17608,15470
11/6/18,23,16665,14263
11/6/18,24,15757,13195
11/7/18,1,15435,12792
11/7/18,2,14837,12168
11/7/18,3,14630,11847
11/7/18,4,14580,11765
11/7/18,5,14796,11969
11/7/18,6,15320,12598
11/7/18,7,16600,14099
11/7/18,8,17716,15215
11/7/18,9,17830,15438
11/7/18,10,17706,15418
11/7/18,11,17628,15382
11/7/18,12,17817,15563
11/7/18,13,18129,15720
11/7/18,14,18251,15881
11/7/18,15,18198,16063
11/7/18,16,18348,16235
11/7/18,17,19225,16973
11/7/18,18,19896,17688
11/7/18,19,19797,17585
11/7/18,20,19797,17585
11/7/18,21,19797,17585
11/7/18,22,18983,16535
11/7/18,23,17802,15142
11/7/18,24,16649,14109
11/8/18,1,16121,13477
11/8/18,2,15956,13047
11/8/18,3,15740,12870
11/8/18,4,15588,12785
11/8/18,5,15455,12939
11/8/18,6,16019,13514
11/8/18,7,17271,14880
11/8/18,8,18636,16136
11/8/18,9,18732,16346
11/8/18,10,18698,16228
11/8/18,11,18565,16116
11/8/18,12,18517,16078
11/8/18,13,18554,16065
11/8/18,14,18723,16198
11/8/18,15,18673,16236
11/8/18,16,18891,16372
11/8/18,17,19297,17104
11/8/18,18,19987,17802
11/8/18,19,19972,17617
11/8/18,20,19853,17483
11/8/18,21,19529,17198
11/8/18,22,18968,16525
11/8/18,23,17810,15370
11/8/18,24,16741,14206
11/9/18,1,16007,13435
11/9/18,2,15609,13057
11/9/18,3,15417,12813
11/9/18,4,15445,12800
11/9/18,5,15659,12990
11/9/18,6,15963,13491
11/9/18,7,17160,14594
11/9/18,8,18334,15845
11/9/18,9,18416,16134
11/9/18,10,19023,16661
11/9/18,11,18229,16589
11/9/18,12,18500,16988
11/9/18,13,18751,17534
11/9/18,14,18674,17582
11/9/18,15,18516,17398
11/9/18,16,18849,17477
11/9/18,17,19203,17936
11/9/18,18,19837,18310
11/9/18,19,19275,17732
11/9/18,20,18900,17279
11/9/18,21,19049,16876
11/9/18,22,18759,16222
11/9/18,23,17605,15129
11/9/18,24,16419,13980
11/10/18,1,16075,13298
11/10/18,2,15935,12896
11/10/18,3,15692,12648
11/10/18,4,15716,12552
11/10/18,5,15843,12550
11/10/18,6,16204,12906
11/10/18,7,16134,13496
11/10/18,8,16733,14177
11/10/18,9,17078,14448
11/10/18,10,17090,14706
11/10/18,11,17712,15051
11/10/18,12,17989,15461
11/10/18,13,17874,15811
11/10/18,14,17774,15793
11/10/18,15,17359,15625
11/10/18,16,17568,15671
11/10/18,17,18346,16342
11/10/18,18,19394,17368
11/10/18,19,19106,17011
11/10/18,20,18976,16639
11/10/18,21,18521,16190
11/10/18,22,18025,15742
11/10/18,23,17209,15022
11/10/18,24,16619,14346
11/11/18,1,16064,13739
11/11/18,2,15813,13389
11/11/18,3,15825,13180
11/11/18,4,15489,12981
11/11/18,5,15157,12965
11/11/18,6,15539,13253
11/11/18,7,15803,13577
11/11/18,8,16032,13903
11/11/18,9,16308,14208
11/11/18,10,16517,14386
11/11/18,11,16539,14344
11/11/18,12,16532,14325
11/11/18,13,17145,14659
11/11/18,14,17433,14967
11/11/18,15,17590,15155
11/11/18,16,17856,15704
11/11/18,17,18393,16670
11/11/18,18,19043,17562
11/11/18,19,18567,17308
11/11/18,20,18594,17005
11/11/18,21,18311,16474
11/11/18,22,17940,15898
11/11/18,23,17082,15053
11/11/18,24,16182,14143
11/12/18,1,15728,13589
11/12/18,2,15580,13490
11/12/18,3,15537,13359
11/12/18,4,15327,13160
11/12/18,5,15584,13307
11/12/18,6,16416,13938
11/12/18,7,17542,15262
11/12/18,8,18181,16426
11/12/18,9,18206,16595
11/12/18,10,18251,16290
11/12/18,11,18720,16361
11/12/18,12,18469,16270
11/12/18,13,18213,16136
11/12/18,14,18353,16329
11/12/18,15,18463,16574
11/12/18,16,18667,16787
11/12/18,17,19234,17501
11/12/18,18,19736,18307
11/12/18,19,19673,17987
11/12/18,20,19669,17820
11/12/18,21,19429,17391
11/12/18,22,18690,16716
11/12/18,23,17441,15587
11/12/18,24,16412,14606
11/13/18,1,15525,13978
11/13/18,2,15186,13684
11/13/18,3,15026,13487
11/13/18,4,15137,13433
11/13/18,5,15344,13544
11/13/18,6,15679,14034
11/13/18,7,16471,15192
11/13/18,8,17592,16362
11/13/18,9,18049,16744
11/13/18,10,18419,16789
11/13/18,11,18938,17045
11/13/18,12,19036,17101
11/13/18,13,19229,17058
11/13/18,14,19033,17021
11/13/18,15,18913,16798
11/13/18,16,19153,17069
11/13/18,17,20049,17955
11/13/18,18,21092,18761
11/13/18,19,20908,18534
11/13/18,20,20926,18501
11/13/18,21,20472,18054
11/13/18,22,19602,17293
11/13/18,23,18316,16193
11/13/18,24,17287,15079
11/14/18,1,16728,14274
11/14/18,2,16530,13915
11/14/18,3,16522,13870
11/14/18,4,16270,13842
11/14/18,5,16126,13936
11/14/18,6,16699,14592
11/14/18,7,17921,15980
11/14/18,8,18922,17231
11/14/18,9,18895,17273
11/14/18,10,19142,17281
11/14/18,11,18961,17049
11/14/18,12,18781,16789
11/14/18,13,18559,16595
11/14/18,14,18903,16772
11/14/18,15,18868,16887
11/14/18,16,19196,17422
11/14/18,17,19509,18260
11/14/18,18,20819,19229
11/14/18,19,20831,18988
11/14/18,20,20602,18745
11/14/18,21,20122,18264
11/14/18,22,19478,17664
11/14/18,23,18213,16629
11/14/18,24,17083,15457
11/15/18,1,16642,14697
11/15/18,2,16215,14214
11/15/18,3,16041,13944
11/15/18,4,16059,13908
11/15/18,5,16181,13978
11/15/18,6,17111,14562
11/15/18,7,18036,15932
11/15/18,8,19301,17163
11/15/18,9,19264,17281
11/15/18,10,19495,17292
11/15/18,11,19573,17477
11/15/18,12,19871,17699
11/15/18,13,19859,17605
11/15/18,14,19801,17674
11/15/18,15,19743,17625
11/15/18,16,19918,17786
11/15/18,17,20607,18270
11/15/18,18,21317,18937
11/15/18,19,20771,18583
11/15/18,20,20566,18473
11/15/18,21,20225,18128
11/15/18,22,19509,17537
11/15/18,23,18631,16567
11/15/18,24,17592,15487
11/16/18,1,16911,14745
11/16/18,2,16528,14389
11/16/18,3,16162,13964
11/16/18,4,16065,13816
11/16/18,5,16239,14003
11/16/18,6,16782,14531
11/16/18,7,17998,15742
11/16/18,8,18809,16870
11/16/18,9,18951,17236
11/16/18,10,19258,17519
11/16/18,11,19506,17690
11/16/18,12,19738,17767
11/16/18,13,19498,17577
11/16/18,14,19303,17492
11/16/18,15,19577,17540
11/16/18,16,19558,17498
11/16/18,17,20112,17822
11/16/18,18,20606,18401
11/16/18,19,19992,17861
11/16/18,20,19511,17512
11/16/18,21,19127,17145
11/16/18,22,18505,16527
11/16/18,23,17500,15500
11/16/18,24,16885,14430
11/17/18,1,16077,13632
11/17/18,2,16030,13178
11/17/18,3,15652,12880
11/17/18,4,15651,12733
11/17/18,5,15608,12786
11/17/18,6,15663,12949
11/17/18,7,15909,13659
11/17/18,8,16464,14583
11/17/18,9,17064,15283
11/17/18,10,17535,15735
11/17/18,11,17947,16088
11/17/18,12,17900,16034
11/17/18,13,17818,15979
11/17/18,14,17863,16024
11/17/18,15,17794,15949
11/17/18,16,17962,16159
11/17/18,17,18317,16767
11/17/18,18,18710,17534
11/17/18,19,18340,17152
11/17/18,20,18248,16841
11/17/18,21,17980,16331
11/17/18,22,17549,15902
11/17/18,23,16918,15158
11/17/18,24,16289,14546
11/18/18,1,15817,13978
11/18/18,2,15346,13561
11/18/18,3,15091,13296
11/18/18,4,14932,13240
11/18/18,5,15038,13242
11/18/18,6,15493,13454
11/18/18,7,15846,13832
11/18/18,8,16194,14303
11/18/18,9,16651,14935
11/18/18,10,17059,15446
11/18/18,11,17194,15716
11/18/18,12,17277,15855
11/18/18,13,17438,16023
11/18/18,14,17485,16104
11/18/18,15,17499,16242
11/18/18,16,17881,16672
11/18/18,17,18146,17337
11/18/18,18,18927,18110
11/18/18,19,18698,17691
11/18/18,20,18371,17175
11/18/18,21,18024,16873
11/18/18,22,17496,16176
11/18/18,23,16927,15360
11/18/18,24,16233,14519
11/19/18,1,16176,13895
11/19/18,2,15828,13536
11/19/18,3,15649,13379
11/19/18,4,15639,13340
11/19/18,5,15655,13664
11/19/18,6,16067,14237
11/19/18,7,17512,15711
11/19/18,8,18576,16951
11/19/18,9,18493,17017
11/19/18,10,18585,16843
11/19/18,11,18480,16792
