Date,Hour,NUCLEAR,GAS,HYDRO,WIND,SOLAR,BIOFUEL,Total Output
1/7/2019,14,11142,360,4829,3417,45,0,19793
1/7/2019,15,11162,372,4770,3390,30,0,19724
1/7/2019,16,11168,403,5089,3513,9,0,20182
1/7/2019,17,11174,532,5183,3350,1,0,20240
1/7/2019,18,11174,567,5563,3707,0,0,21011
1/7/2019,19,11174,571,4777,3764,0,0,20286
1/7/2019,20,11171,536,5055,3742,0,3,20507
1/7/2019,21,11177,497,4572,3662,0,21,19929
1/7/2019,22,11170,492,4484,3537,0,26,19709
1/7/2019,23,11167,264,3751,3606,0,26,18814
1/7/2019,24,11169,233,3137,3199,0,16,17754
1/8/2019,1,11167,233,3021,2893,0,12,17326
1/8/2019,2,11183,231,3001,2690,0,12,17117
1/8/2019,3,11191,230,3026,2344,0,12,16803
1/8/2019,4,11188,239,3075,2266,0,13,16781
1/8/2019,5,11196,240,3156,2123,0,15,16730
1/8/2019,6,11196,249,3670,1616,0,15,16746
1/8/2019,7,11199,305,4584,993,0,20,17101
1/8/2019,8,11200,496,5831,650,0,30,18207
1/8/2019,9,11205,910,4807,669,9,34,17634
1/8/2019,10,11205,971,4229,637,42,26,17110
1/8/2019,11,11069,781,5167,521,35,32,17605
1/8/2019,12,11034,934,4975,691,47,29,17710
1/8/2019,13,11041,890,4286,1151,50,27,17445
1/8/2019,14,11127,894,4672,1275,39,27,18034
1/8/2019,15,11193,915,4723,1179,30,26,18066
1/8/2019,16,11201,993,4778,1213,8,26,18219
1/8/2019,17,11196,891,5370,1271,1,27,18756
1/8/2019,18,11206,670,5551,1481,0,25,18933
1/8/2019,19,11211,663,4882,2106,0,26,18888
1/8/2019,20,11215,664,4609,2693,0,26,19207
1/8/2019,21,11210,658,4404,2999,0,27,19298
1/8/2019,22,11205,522,3846,2946,0,26,18545
1/8/2019,23,11197,432,3378,2901,0,26,17934
1/8/2019,24,11195,277,3196,2617,0,16,17301
1/9/2019,1,11195,243,3103,2017,0,13,16571
1/9/2019,2,11195,241,3160,1706,0,13,16315
1/9/2019,3,11191,240,3159,1568,0,14,16172
1/9/2019,4,11202,241,3091,1742,0,13,16289
1/9/2019,5,11203,241,3173,1713,0,14,16344
1/9/2019,6,11211,240,3244,1854,0,16,16565
1/9/2019,7,11211,241,3515,2225,0,39,17231
1/9/2019,8,11213,242,3758,2891,0,80,18184
1/9/2019,9,11210,258,3780,3392,0,92,18732
1/9/2019,10,11215,260,3866,3439,7,127,18914
1/9/2019,11,11206,252,3741,3685,17,174,19075
1/9/2019,12,11206,338,3716,3702,28,212,19202
1/9/2019,13,11208,406,3683,3514,40,202,19053
1/9/2019,14,11075,494,3709,3519,45,193,19035
1/9/2019,15,11040,465,3932,3432,39,193,19101
1/9/2019,16,11114,469,4134,3513,19,187,19436
1/9/2019,17,11197,467,4489,3541,6,131,19831
1/9/2019,18,11203,466,4827,3878,0,91,20465
1/9/2019,19,11200,467,4725,3939,0,40,20371
1/9/2019,20,11203,464,4832,4031,0,26,20556
1/9/2019,21,11198,331,4832,4037,0,26,20424
1/9/2019,22,11189,239,4465,3989,0,26,19908
1/9/2019,23,11183,239,3690,3815,0,26,18953
1/9/2019,24,11190,240,3393,3344,0,17,18184
1/10/2019,1,11192,241,3309,2907,0,13,17662
1/10/2019,2,11189,239,3373,2467,0,13,17281
1/10/2019,3,11188,239,3374,2374,0,13,17188
1/10/2019,4,11188,237,3368,2877,0,13,17683
1/10/2019,5,11192,236,3326,3017,0,12,17783
1/10/2019,6,11193,237,3604,2868,0,17,17919
1/10/2019,7,11189,240,3820,3440,0,1,18690
1/10/2019,8,11186,242,4830,3543,0,18,19819
1/10/2019,9,11186,256,5133,3398,11,26,20010
1/10/2019,10,11184,331,4678,3305,58,27,19583
1/10/2019,11,11177,453,4754,3143,98,12,19637
1/10/2019,12,11180,679,4474,2932,173,27,19465
1/10/2019,13,11182,856,4266,2912,191,27,19434
1/10/2019,14,11177,985,4141,2798,174,27,19302
1/10/2019,15,11181,1110,4215,2758,170,27,19461
1/10/2019,16,11178,1347,4736,2657,81,27,20026
1/10/2019,17,11181,1382,5105,2696,13,27,20404
1/10/2019,18,11178,1605,5878,2450,0,27,21138
1/10/2019,19,11177,1547,5953,2428,0,27,21132
1/10/2019,20,11176,1382,5967,2108,0,27,20660
1/10/2019,21,11170,1399,5947,1811,0,27,20354
1/10/2019,22,11160,970,5758,1567,0,27,19482
1/10/2019,23,11163,644,5165,1396,0,27,18395
1/10/2019,24,11178,565,4868,1257,0,19,17887
1/11/2019,1,11180,367,4734,1268,0,15,17564
1/11/2019,2,11167,315,4736,1007,0,14,17239
1/11/2019,3,11173,319,5178,744,0,15,17429
1/11/2019,4,11166,354,5177,606,0,15,17318
1/11/2019,5,11168,489,4524,531,0,16,16728
1/11/2019,6,11178,976,4573,531,0,37,17295
1/11/2019,7,11187,1292,5288,437,0,83,18287
1/11/2019,8,11183,1966,5636,378,0,153,19316
1/11/2019,9,11185,2228,5131,276,35,159,19014
1/11/2019,10,11183,2256,5143,146,107,89,18924
1/11/2019,11,11178,1919,5187,76,229,83,18672
1/11/2019,12,11182,1652,5136,30,250,87,18337
1/11/2019,13,11186,1529,5053,11,266,87,18132
1/11/2019,14,11189,1597,4978,6,272,87,18129
1/11/2019,15,11192,1615,4913,18,229,87,18054
1/11/2019,16,11194,1789,5100,60,120,87,18350
1/11/2019,17,11188,2086,5733,91,26,87,19211
1/11/2019,18,11187,3069,5691,96,0,108,20151
1/11/2019,19,11184,2927,5814,142,0,97,20164
1/11/2019,20,11186,2523,5810,159,0,87,19765
1/11/2019,21,11179,2290,5544,176,0,87,19276
1/11/2019,22,11136,2061,5323,165,0,84,18769
1/11/2019,23,10993,1968,4848,122,0,48,17979
1/11/2019,24,10982,1463,4225,109,0,17,16796
1/12/2019,1,11001,1057,4228,103,0,4,16393
1/12/2019,2,11007,629,4097,129,0,0,15862
1/12/2019,3,10998,352,4075,161,0,0,15586
1/12/2019,4,11002,321,4170,225,0,0,15718
1/12/2019,5,10999,326,3798,220,0,0,15343
1/12/2019,6,11009,399,4301,255,0,0,15964
1/12/2019,7,11004,482,4093,298,0,0,15877
1/12/2019,8,11005,540,5117,383,0,0,17045
1/12/2019,9,11009,696,5008,499,19,0,17231
1/12/2019,10,11008,758,4824,607,65,0,17262
1/12/2019,11,11005,798,4772,780,123,1,17479
1/12/2019,12,11006,965,4875,802,151,1,17800
1/12/2019,13,11006,1180,4778,845,150,0,17959
1/12/2019,14,11007,1287,4599,929,136,0,17958
1/12/2019,15,11006,1317,4809,976,103,0,18211
1/12/2019,16,11010,1341,4426,1113,43,0,17933
1/12/2019,17,11006,1491,4655,1133,7,0,18292
1/12/2019,18,11008,1637,5620,1057,0,0,19322
1/12/2019,19,11009,1533,5517,1154,0,0,19213
1/12/2019,20,11005,1293,5230,1272,0,0,18800
1/12/2019,21,11000,670,5362,1300,0,0,18332
1/12/2019,22,10995,628,5022,1422,0,15,18082
1/12/2019,23,11002,666,4280,1524,0,11,17483
1/12/2019,24,11001,347,3940,1657,0,11,16956
1/13/2019,1,11003,308,3731,1736,0,10,16788
1/13/2019,2,11004,309,3607,1847,0,10,16777
1/13/2019,3,11009,311,3538,1797,0,11,16666
1/13/2019,4,11008,310,3670,1710,0,0,16698
1/13/2019,5,11007,314,3386,1888,0,0,16595
1/13/2019,6,11008,319,3191,1990,0,0,16508
1/13/2019,7,11025,321,3471,1888,0,0,16705
1/13/2019,8,11021,324,4103,1857,0,0,17305
1/13/2019,9,11018,403,4512,2065,36,0,18034
1/13/2019,10,11016,410,4330,1951,136,0,17843
1/13/2019,11,11020,589,4401,1753,248,0,18011
1/13/2019,12,11017,858,4273,1527,296,0,17971
1/13/2019,13,11019,1033,4622,1160,314,0,18148
1/13/2019,14,11020,1227,4676,945,308,0,18176
1/13/2019,15,10974,1343,4216,950,259,0,17742
1/13/2019,16,11015,1413,4407,1032,145,0,18012
1/13/2019,17,11011,1631,5184,1033,35,0,18894
1/13/2019,18,11012,2200,5793,1030,0,0,20035
1/13/2019,19,11024,2325,5722,1125,0,0,20196
1/13/2019,20,11020,2200,5718,1101,0,0,20039
1/13/2019,21,11017,2053,5612,995,0,0,19677
1/13/2019,22,11014,1828,5384,748,0,0,18974
1/13/2019,23,11015,1365,4855,558,0,0,17793
1/13/2019,24,11008,910,4229,495,0,0,16642
1/14/2019,1,10988,573,4101,435,0,0,16097
1/14/2019,2,11007,520,3989,470,0,2,15988
1/14/2019,3,11018,427,3974,415,0,11,15845
1/14/2019,4,11015,700,4444,251,0,10,16420
1/14/2019,5,11012,1283,3887,244,0,9,16435
1/14/2019,6,11135,1633,4165,215,0,13,17161
1/14/2019,7,11234,1870,4740,198,0,18,18060
1/14/2019,8,11237,2358,5195,204,0,27,19021
1/14/2019,9,11237,2550,5154,212,35,27,19215
1/14/2019,10,11237,2143,5109,167,125,27,18808
1/14/2019,11,11236,2120,4993,116,194,28,18687
1/14/2019,12,11236,2408,4727,76,242,28,18717
1/14/2019,13,11240,2030,4602,107,253,28,18260
1/14/2019,14,11246,2048,4768,141,248,30,18481
1/14/2019,15,11245,2086,4481,222,217,27,18278
1/14/2019,16,11243,2051,4545,341,116,27,18323
1/14/2019,17,11245,2141,5079,430,31,27,18953
1/14/2019,18,11239,2726,5748,516,0,27,20256
1/14/2019,19,11242,3172,5478,719,0,27,20638
1/14/2019,20,11245,2766,5454,964,0,27,20456
1/14/2019,21,11243,2879,5031,1023,0,27,20203
1/14/2019,22,11239,2729,4854,1139,0,27,19988
1/14/2019,23,11237,2108,4011,854,0,27,18237
1/14/2019,24,11231,1168,4007,675,0,20,17101
1/15/2019,1,11231,406,4102,628,0,15,16382
1/15/2019,2,11219,357,4153,648,0,12,16389
1/15/2019,3,11225,359,4290,611,0,11,16496
1/15/2019,4,11228,370,4086,623,0,11,16318
1/15/2019,5,11236,452,3714,638,0,12,16052
1/15/2019,6,11241,692,3688,742,0,14,16377
1/15/2019,7,11243,1223,3877,799,0,20,17162
1/15/2019,8,11241,1369,4929,846,0,27,18412
1/15/2019,9,11244,1521,5147,932,4,27,18875
1/15/2019,10,11235,1645,5264,914,20,27,19105
1/15/2019,11,11236,1802,5034,996,39,27,19134
1/15/2019,12,11237,1713,4904,1254,49,26,19183
1/15/2019,13,11235,1482,4564,1528,32,26,18867
1/15/2019,14,11232,1258,4521,1844,32,26,18913
1/15/2019,15,11226,1186,4402,2011,22,27,18874
1/15/2019,16,11231,980,4644,2076,8,27,18966
1/15/2019,17,11239,978,4795,2341,0,26,19379
1/15/2019,18,11234,894,4949,2607,0,26,19710
1/15/2019,19,11239,891,4813,2931,0,27,19901
1/15/2019,20,11239,730,4854,3165,0,25,20013
1/15/2019,21,11237,699,4359,3410,0,26,19731
1/15/2019,22,11226,539,3669,3481,0,27,18942
1/15/2019,23,11234,349,3249,3606,0,27,18465
1/15/2019,24,11234,327,3033,3015,0,21,17630
1/16/2019,1,11236,329,3049,2745,0,15,17374
1/16/2019,2,11235,328,3051,2424,0,11,17049
1/16/2019,3,11234,329,3069,2535,0,10,17177
1/16/2019,4,11234,329,2978,2546,0,10,17097
1/16/2019,5,11241,331,3031,2677,0,11,17291
1/16/2019,6,11240,333,3188,2640,0,14,17415
1/16/2019,7,11234,343,3557,2769,0,17,17920
1/16/2019,8,11232,354,4476,2998,0,26,19086
1/16/2019,9,11238,457,4547,2979,8,26,19255
1/16/2019,10,11255,405,4552,2836,36,26,19110
1/16/2019,11,11278,759,4669,2412,64,26,19208
1/16/2019,12,11278,904,3938,2503,128,27,18778
1/16/2019,13,11270,985,3619,2457,258,27,18616
1/16/2019,14,11116,989,3665,2520,246,29,18565
1/16/2019,15,11110,1138,3631,2075,204,31,18189
1/16/2019,16,11115,1429,3830,1749,126,29,18278
1/16/2019,17,11113,1993,4603,1608,31,27,19375
1/16/2019,18,11181,2405,5650,1313,0,27,20576
1/16/2019,19,11294,2687,5720,985,0,26,20712
1/16/2019,20,11292,2852,5726,715,0,26,20611
1/16/2019,21,11294,2997,5447,476,0,26,20240
1/16/2019,22,11289,2869,4937,371,0,26,19492
1/16/2019,23,11156,2133,4451,339,0,27,18106
1/16/2019,24,10584,1744,4270,312,0,18,16928
1/17/2019,1,10560,1183,3937,303,0,14,15997
1/17/2019,2,10574,1019,4050,278,0,16,15937
1/17/2019,3,10577,1132,4183,356,0,12,16260
1/17/2019,4,10438,1014,4009,407,0,15,15883
1/17/2019,5,10418,1211,4090,453,0,16,16188
1/17/2019,6,10419,1452,3932,569,0,18,16390
1/17/2019,7,10417,1892,4627,878,0,50,17864
1/17/2019,8,10427,2649,5229,1233,0,98,19636
1/17/2019,9,10418,3019,5040,1355,26,129,19987
1/17/2019,10,10411,2513,4979,1376,82,97,19458
1/17/2019,11,10412,2156,4534,1404,136,80,18722
1/17/2019,12,10418,2111,4757,1285,178,83,18832
1/17/2019,13,10418,2281,4818,1051,141,83,18792
1/17/2019,14,10426,2566,4738,955,119,82,18886
1/17/2019,15,10419,2655,4853,1079,76,82,19164
1/17/2019,16,10422,2631,4789,1182,38,83,19145
1/17/2019,17,10422,3509,5270,1019,10,107,20337
1/17/2019,18,10425,3769,5850,793,0,121,20958
1/17/2019,19,10427,3827,5747,840,0,140,20981
1/17/2019,20,10427,3299,5812,933,0,112,20583
1/17/2019,21,10420,3678,5458,810,0,43,20409
1/17/2019,22,10421,3473,4999,647,0,27,19567
1/17/2019,23,10411,3241,4176,619,0,26,18473
1/17/2019,24,10425,1793,3965,445,0,18,16646
1/18/2019,1,10422,1519,4074,381,0,15,16411
1/18/2019,2,10424,876,4134,420,0,14,15868
1/18/2019,3,10430,890,4154,512,0,16,16002
1/18/2019,4,10423,904,3866,747,0,14,15954
1/18/2019,5,10414,954,3534,1123,0,16,16041
1/18/2019,6,10416,1131,3423,1189,0,40,16199
1/18/2019,7,10410,1668,4598,1176,0,76,17928
1/18/2019,8,10411,2237,5624,1080,0,132,19484
1/18/2019,9,10408,2413,5567,1159,0,134,19681
1/18/2019,10,10406,2337,5384,1186,3,120,19436
1/18/2019,11,10408,1946,5251,1384,10,102,19101
1/18/2019,12,10404,1880,5256,1457,14,89,19100
1/18/2019,13,10407,1980,5166,1438,19,78,19088
1/18/2019,14,10409,2055,5022,1442,18,83,19029
1/18/2019,15,10409,2009,4779,1883,16,83,19179
1/18/2019,16,10407,2100,4914,1645,13,83,19162
1/18/2019,17,10412,1790,5210,1531,5,83,19031
1/18/2019,18,10413,1835,5840,1373,0,87,19548
1/18/2019,19,10414,1973,5998,1363,0,93,19841
1/18/2019,20,10409,2048,5778,1210,0,85,19530
1/18/2019,21,10413,1991,5435,1060,0,83,18982
1/18/2019,22,10408,1851,5029,833,0,49,18170
1/18/2019,23,10401,1535,4347,895,0,26,17204
1/18/2019,24,10407,1083,4220,1039,0,13,16762
1/19/2019,1,10401,906,4394,988,0,0,16689
1/19/2019,2,10399,787,4341,970,0,0,16497
1/19/2019,3,10398,823,4118,1368,0,0,16707
1/19/2019,4,10399,722,3739,1581,0,0,16441
1/19/2019,5,10404,706,4335,1287,0,0,16732
1/19/2019,6,10401,1030,4763,1161,0,0,17355
1/19/2019,7,10407,860,4537,1385,0,1,17190
1/19/2019,8,10404,918,4543,1848,0,19,17732
1/19/2019,9,10402,971,4943,2260,1,53,18630
1/19/2019,10,10399,1448,5622,2383,7,82,19941
1/19/2019,11,10401,2237,5391,2487,18,159,20693
1/19/2019,12,10401,2662,5102,2304,26,152,20647
1/19/2019,13,10398,2797,5112,2106,33,129,20575
1/19/2019,14,10397,3046,4998,1912,43,130,20526
1/19/2019,15,10391,2852,4958,2303,39,103,20646
1/19/2019,16,10340,2426,4994,2829,23,60,20672
1/19/2019,17,10080,2872,5309,2967,5,84,21317
1/19/2019,18,10077,3254,5762,3040,0,109,22242
1/19/2019,19,10077,3254,5831,2986,0,99,22247
1/19/2019,20,10076,2701,5814,3285,0,87,21963
1/19/2019,21,10067,2499,5743,3297,0,55,21661
1/19/2019,22,10072,2095,5175,3320,0,14,20676
1/19/2019,23,10071,1380,4806,3307,0,0,19564
1/19/2019,24,10073,1104,4268,3392,0,0,18837
1/20/2019,1,10075,811,3973,3476,0,0,18335
1/20/2019,2,10074,691,3846,3584,0,0,18195
1/20/2019,3,10071,703,3862,3713,0,0,18349
1/20/2019,4,10059,788,3851,3757,0,0,18455
1/20/2019,5,10064,950,3693,3764,0,0,18471
1/20/2019,6,10083,1160,3509,3783,0,0,18535
1/20/2019,7,10085,1395,3775,3715,0,0,18970
1/20/2019,8,10091,1564,4146,3639,0,0,19440
1/20/2019,9,10097,1705,4616,3586,9,0,20013
1/20/2019,10,10091,1842,4482,3544,59,0,20018
1/20/2019,11,10092,1875,4531,3660,143,0,20301
1/20/2019,12,10087,1897,4685,3577,196,0,20442
1/20/2019,13,10084,2058,4933,3572,206,0,20853
1/20/2019,14,10082,2209,4977,3669,200,23,21160
1/20/2019,15,10091,2165,4886,3627,157,54,20980
1/20/2019,16,10087,1980,5079,3636,100,56,20938
1/20/2019,17,10090,2429,5538,3533,30,71,21691
1/20/2019,18,10083,3552,5861,3405,0,125,23026
1/20/2019,19,10099,3668,5825,3449,0,110,23151
1/20/2019,20,10092,3636,5911,3362,0,74,23075
1/20/2019,21,10097,2990,5694,3242,0,52,22075
1/20/2019,22,10095,2881,5154,3110,0,14,21254
1/20/2019,23,10097,2087,4585,2994,0,0,19763
1/20/2019,24,10090,1690,4464,2947,0,0,19191
1/21/2019,1,10094,1567,4132,2802,0,0,18595
1/21/2019,2,10101,2030,3878,2712,0,0,18721
1/21/2019,3,10098,1977,3438,2269,0,3,17785
1/21/2019,4,10097,2216,3847,2270,0,15,18445
1/21/2019,5,10099,2227,4060,2093,0,14,18493
1/21/2019,6,10095,2372,3952,1959,0,14,18392
1/21/2019,7,10095,2961,4931,1984,0,15,19986
1/21/2019,8,10100,4079,5381,1796,0,24,21380
1/21/2019,9,10098,4104,5506,1575,30,41,21354
1/21/2019,10,10099,4303,5657,1112,118,46,21335
1/21/2019,11,10097,4400,5238,888,181,59,20863
1/21/2019,12,10095,4449,5156,839,188,99,20826
1/21/2019,13,10094,4734,5190,708,235,188,21149
1/21/2019,14,10098,4790,5017,654,205,213,20977
1/21/2019,15,10091,4520,4953,792,206,189,20751
1/21/2019,16,10103,4542,5125,876,139,146,20931
1/21/2019,17,10099,4956,5552,781,43,178,21609
1/21/2019,18,10102,5530,5984,781,1,216,22614
1/21/2019,19,10098,5503,5987,791,0,180,22559
1/21/2019,20,10105,4753,6055,945,0,133,21991
1/21/2019,21,10094,4918,5975,844,0,146,21977
1/21/2019,22,10094,5084,5383,710,0,166,21437
1/21/2019,23,10088,4630,4999,609,0,146,20472
1/21/2019,24,10115,3666,4473,609,0,88,18951
1/22/2019,1,9646,3692,4169,693,0,70,18270
1/22/2019,2,9589,3401,3995,655,0,69,17709
1/22/2019,3,9592,2680,4049,646,0,68,17035
1/22/2019,4,9592,2586,4139,695,0,68,17080
1/22/2019,5,9763,2670,3778,844,0,69,17124
1/22/2019,6,9997,2717,3871,1131,0,70,17786
1/22/2019,7,9979,2784,5168,1695,0,72,19698
1/22/2019,8,9984,2795,5417,2274,0,85,20555
1/22/2019,9,9981,2719,5471,2500,30,85,20786
