\\Yearly HOEP OR Predispatch Report,,,,,,,,
\\Created at 2020-01-31 08:02:14,,,,,,,,
\\For 2019,,,,,,,,
Date,Hour,HOEP,Hour 1 Predispatch,Hour 2 Predispatch,Hour 3 Predispatch,OR 10 Min Sync,OR 10 Min non-sync,OR 30 Min
1/4/2019,8,2.32,13.34,13.33,13.34,1.41,0.2,0.14
1/4/2019,9,0.00,5.87,13.32,6.64,1.41,0.24,0.1
1/4/2019,10,1.81,5.72,13.23,6.02,1.19,0.2,0.13
1/4/2019,11,10.97,5.17,5.81,5.74,1.26,0.24,0.24
1/4/2019,12,13.34,5.98,6.02,5,0.2,0.2,0.2
1/4/2019,13,5.91,5.85,5.74,5.74,0.28,0.2,0.2
1/4/2019,14,8.38,13.34,13.35,13.31,0.25,0.25,0.25
1/4/2019,15,5.56,15.13,13.37,15.13,0.31,0.31,0.31
1/4/2019,16,6.67,25.08,22.15,21.01,1.38,1.25,1.25
1/4/2019,17,11.39,21.01,21.01,27.46,3.89,3.89,3.89
1/4/2019,18,22.05,21,21,25.38,17.28,17.28,17.04
1/4/2019,19,22.27,21,21,27.08,13.58,11.76,6.78
1/4/2019,20,13.35,25.7,25.7,27.87,4.75,4.75,4.75
1/4/2019,21,26.72,21,21,28.08,1.76,1.76,1.76
1/4/2019,22,29.30,21.25,21.25,27.46,0.23,0.23,0.23
1/4/2019,23,24.98,21.25,21.25,22,0.27,0.2,0.2
1/4/2019,24,23.00,21,21,21,1.45,0.2,0.2
1/5/2019,1,13.16,13.37,13.37,13.32,1.25,0.2,0.2
1/5/2019,2,1.43,13.32,13.3,13.29,1.25,0.2,0.13
1/5/2019,3,5.81,6.02,9,7.71,1.24,0.2,0.2
1/5/2019,4,5.75,5.7,5.88,9,1.24,0.2,0.2
1/5/2019,5,5.91,5.86,5.86,5.7,1.23,0.2,0.2
1/5/2019,6,5.95,5.88,5.86,5.85,1.22,0.2,0.2
1/5/2019,7,10.25,13.34,13.34,9,1.17,0.2,0.2
1/5/2019,8,10.30,21,21,21,1.23,0.29,0.29
1/5/2019,9,33.92,20.88,21,20.88,1.24,0.48,0.48
1/5/2019,10,17.63,24.93,21.01,21,1.24,0.24,0.24
1/5/2019,11,49.60,22.45,23.68,21.01,1.12,0.31,0.31
1/5/2019,12,65.43,22,21.01,21.01,2.51,2.51,2.51
1/5/2019,13,15.71,29.68,22.68,21.01,0.27,0.2,0.2
1/5/2019,14,15.38,22,21.38,21.01,0.28,0.2,0.2
1/5/2019,15,14.03,21,21,21.01,0.28,0.2,0.2
1/5/2019,16,13.32,21,21,21,0.45,0.45,0.45
1/5/2019,17,5.67,22.08,21.01,21.01,1.29,1.29,1.29
1/5/2019,18,5.83,21.01,21.01,21.01,2.6,2.6,2.6
1/5/2019,19,5.31,13.36,13.36,13.34,4.75,4.75,4.75
1/5/2019,20,10.34,13.39,21,13.38,1.27,1.27,1.27
1/5/2019,21,5.36,13.31,13.33,13.31,0.45,0.45,0.45
1/5/2019,22,5.70,13.3,13.3,5.94,0.2,0.2,0.2
1/5/2019,23,0.00,5,5,3.22,1.25,0.2,0.1
1/5/2019,24,0.00,0,0,0,1.21,0.2,0.1
1/6/2019,1,0.00,0,0,0,1.23,0.17,0.1
1/6/2019,2,0.00,0,0,0,1.24,0.17,0.1
1/6/2019,3,0.00,0,0,0,1.25,0.17,0.1
1/6/2019,4,0.00,0,0,0,1.25,0.17,0.1
1/6/2019,5,0.00,0,0,0,1.24,0.17,0.1
1/6/2019,6,0.00,0,0,0,1.23,0.18,0.1
1/6/2019,7,0.00,0,0,0,1.17,0.18,0.1
1/6/2019,8,0.00,3,3,3,1.23,0.18,0.1
1/6/2019,9,4.16,5.81,5.86,3,1.21,0.19,0.17
1/6/2019,10,5.72,5.96,5.96,5.96,1.2,0.2,0.2
1/6/2019,11,3.35,5.96,5.96,5.92,1.12,0.2,0.16
1/6/2019,12,0.00,5.96,6.48,6.48,0.2,0.2,0.1
1/6/2019,13,6.63,6.56,14.35,14.33,0.2,0.2,0.2
1/6/2019,14,12.24,14.24,14.34,14.35,0.2,0.2,0.2
1/6/2019,15,23.93,16.47,21,14.37,0.27,0.2,0.2
1/6/2019,16,12.25,21,21,21,0.26,0.2,0.2
1/6/2019,17,15.41,21,21,21,0.45,0.45,0.45
1/6/2019,18,47.46,27.63,27.65,31.33,14.32,14.32,14.32
1/6/2019,19,16.97,24.7,24.7,30.78,6.31,6.31,6.31
1/6/2019,20,17.79,21,21,25.89,10.01,10.01,8.91
1/6/2019,21,15.88,21,21,21,4.75,4.75,4.75
1/6/2019,22,17.96,21,21,21,1.41,1.41,1.41
1/6/2019,23,17.80,21,21,21,1.25,0.24,0.24
1/6/2019,24,14.90,14.35,14.39,14.4,1.29,0.2,0.2
1/7/2019,1,11.49,13.32,13.33,13.37,1.17,0.19,0.19
1/7/2019,2,3.74,13.29,5.92,7.71,1.17,0.19,0.16
1/7/2019,3,0.00,5.92,5.94,5,1.17,0.19,0.1
1/7/2019,4,0.00,5.83,5.86,5,1.17,0.17,0.1
1/7/2019,5,0.00,5.9,7,5.83,1.17,0.17,0.1
1/7/2019,6,0.49,13.29,13.32,13.3,1.17,0.2,0.11
1/7/2019,7,7.73,21,21,13.39,1.34,0.45,0.45
1/7/2019,8,14.83,21,21,15.25,4.75,4.75,4.75
1/7/2019,9,13.33,21.01,21,21,4.75,4.75,4.75
1/7/2019,10,18.23,21,21,21,4.75,4.75,4.75
1/7/2019,11,78.07,21,21,21,45.67,30,30
1/7/2019,12,93.64,21,20,21,56.49,30.04,30
1/7/2019,13,27.94,21,21,21,3.99,2.18,2.18
1/7/2019,14,13.34,21,13.34,21,1.21,0.45,0.45
1/7/2019,15,13.35,17.98,15.28,13.38,1.3,1.3,1.3
1/7/2019,16,38.73,14.16,15.13,13.37,12.77,12.77,12.77
1/7/2019,17,36.24,26.5,26.5,21,21.76,21.76,21.76
1/7/2019,18,60.90,31.78,31.78,28.93,17.45,17.45,5.24
1/7/2019,19,11.80,26.5,13.39,31.78,28.46,26.34,26.31
1/7/2019,20,11.97,13.34,13.36,20.5,30,30,30
1/7/2019,21,12.73,13.33,13.32,21.68,0.45,0.45,0.45
1/7/2019,22,23.49,18.5,18.19,18.19,0.2,0.17,0.17
1/7/2019,23,9.68,12.99,13.32,13.33,0.2,0.2,0.19
1/7/2019,24,0.89,0,0,0,0.2,0.18,0.11
1/8/2019,1,0.00,0,0,0,1.22,0.17,0.1
1/8/2019,2,0.00,0,0,0,1.22,0.17,0.1
1/8/2019,3,0.00,0,0,0,1.22,0.19,0.1
1/8/2019,4,0.00,0,0,0,1.22,0.19,0.1
1/8/2019,5,4.80,0,0,0,1.24,0.19,0.15
1/8/2019,6,12.74,13.32,13.34,13.34,1.24,0.2,0.18
1/8/2019,7,66.11,24.68,24.68,31.57,14.9,14.5,14.49
1/8/2019,8,192.45,21,21,21,83.89,83.89,75.83
1/8/2019,9,13.37,83.03,21,21,27.4,27.4,21.15
1/8/2019,10,8.45,25.15,25.15,21,30,30,30
1/8/2019,11,60.19,25.15,25.15,26.23,29.26,29.26,29.26
1/8/2019,12,17.82,25.15,25.15,25.15,19.75,19.75,19.75
1/8/2019,13,6.62,29.21,25.15,25.15,2.6,2.6,2.6
1/8/2019,14,13.30,25.15,25.15,25.15,1.23,1.23,1.23
1/8/2019,15,13.37,25.15,25.15,22,1.23,1.23,1.23
1/8/2019,16,6.05,25.96,25.9,25.15,5.41,5.32,5.32
1/8/2019,17,15.93,25.15,26.44,25.15,5.16,5.16,5.16
1/8/2019,18,19.43,27.82,25.57,26.5,7.92,7.92,7.92
1/8/2019,19,7.09,25.96,25.15,25.15,11.02,8.27,7.17
1/8/2019,20,6.39,25.15,25.15,25.15,4.75,4.75,4.75
1/8/2019,21,10.14,21.01,25.15,23,4.19,4.19,4.19
1/8/2019,22,5.66,13.3,18.5,21,0.45,0.2,0.18
1/8/2019,23,0.97,0,0,0,1.12,0.2,0.12
1/8/2019,24,0.00,0,0,0,1.26,0.2,0.1
1/9/2019,1,0.00,0,0,0,1.14,0.17,0.1
1/9/2019,2,0.00,0,0,0,1.14,0.2,0.1
1/9/2019,3,0.00,0,0,0,1.14,0.2,0.1
1/9/2019,4,0.00,0,0,0,1.14,0.2,0.1
1/9/2019,5,0.00,0,0,0,1.14,0.2,0.1
1/9/2019,6,0.00,0,0,0,1.14,0.2,0.1
1/9/2019,7,0.39,13.3,13.31,5.92,1.21,0.45,0.45
1/9/2019,8,3.87,21,13.35,13.33,4.75,4.75,4.75
1/9/2019,9,5.76,20.4,21,13.33,4.75,4.75,4.75
1/9/2019,10,5.52,13.34,13.37,13.35,17,5.52,5.52
1/9/2019,11,5.81,13.23,13.35,8.31,4.75,4.75,4.75
1/9/2019,12,5.71,13.31,13.33,13.33,1.17,1.17,1.17
1/9/2019,13,5.58,13.35,13.33,13.3,1.17,0.45,0.45
1/9/2019,14,5.96,13.37,21,13.36,1.17,0.45,0.45
1/9/2019,15,5.65,13.33,13.33,20.65,2.59,0.23,0.23
1/9/2019,16,5.22,21,14.4,13.35,2.59,2.41,2.41
1/9/2019,17,3.79,18.88,21,13.38,19.31,19.05,10.84
1/9/2019,18,5.80,21,24.54,24.54,18.84,18,12.47
1/9/2019,19,5.82,24.54,24.54,24.54,18.54,18,11.22
1/9/2019,20,5.95,21,23.34,21,11.6,9.15,9.15
1/9/2019,21,6.60,13.36,13.34,13.37,11.62,11.47,11.47
1/9/2019,22,7.81,21,13.39,13.34,0.45,0.45,0.45
1/9/2019,23,7.27,6.56,13.33,13.3,0.93,0.22,0.21
1/9/2019,24,0.47,4.75,0,0,1.14,0.2,0.11
1/10/2019,1,0.00,0,0,0,1.2,0.2,0.1
1/10/2019,2,0.00,0,0,0,1.2,0.2,0.1
1/10/2019,3,0.00,0,0,0,1.2,0.2,0.1
1/10/2019,4,0.00,0,0,0,1.21,0.2,0.1
1/10/2019,5,0.00,0,0,0,1.21,0.2,0.1
1/10/2019,6,0.87,5,5.57,0,1.2,0.45,0.45
1/10/2019,7,6.91,13.3,13.29,5.96,2.59,2.34,2.34
1/10/2019,8,57.72,13.34,13.34,13.36,29.81,29.81,29.78
1/10/2019,9,27.49,21,21,21,27.05,27.05,27.05
1/10/2019,10,13.32,21,21,13.38,8.7,8.7,8.7
1/10/2019,11,13.34,21,21,19,1.73,1.73,1.73
1/10/2019,12,8.03,13.37,16.7,13.32,1.9,1.9,1.9
1/10/2019,13,7.15,21,21,13.36,2.28,2.28,2.28
1/10/2019,14,12.41,13.39,21,13.37,4.75,4.75,4.75
1/10/2019,15,13.33,13.39,15.54,13.37,8.84,8.84,8.84
1/10/2019,16,14.83,21,21,21,7.99,7.99,7.99
1/10/2019,17,24.08,25.94,25.94,25.94,7.86,7.86,7.86
1/10/2019,18,36.33,26.75,26.74,26.74,7.37,7.37,7.37
1/10/2019,19,29.32,28.76,27.15,28.76,5.67,5.67,5.67
1/10/2019,20,32.97,28.76,27.28,28.76,14.67,14.67,14.67
1/10/2019,21,62.85,30.11,28.83,28.76,29.78,29.78,29.76
1/10/2019,22,50.28,27.09,27.12,27.33,11.93,11.93,11.91
1/10/2019,23,25.98,25.94,25.94,26.45,0.39,0.24,0.24
1/10/2019,24,20.20,21,21,21,1.21,0.2,0.2
1/11/2019,1,24.55,13.39,20,21,1.21,0.2,0.2
1/11/2019,2,32.01,20,20,21,1.21,0.2,0.2
1/11/2019,3,39.50,20,20,21,1.21,0.2,0.2
1/11/2019,4,40.87,21,21,21,1.22,0.2,0.2
1/11/2019,5,13.44,20,20,21,1,0.2,0.2
1/11/2019,6,18.49,22.88,30.73,30.73,1.12,0.2,0.2
1/11/2019,7,55.32,37,37,44.96,6.29,6.2,5.65
1/11/2019,8,92.81,40.45,34.89,38.33,25.5,25.5,10.77
1/11/2019,9,46.19,49.41,40.2,35.24,5.35,5.35,0.45
1/11/2019,10,33.42,38.37,31.87,32.25,0.46,0.46,0.46
1/11/2019,11,30.24,35.24,32.28,30.78,1.68,1.68,1.63
1/11/2019,12,28.58,30.54,31.16,29.39,0.92,0.92,0.92
1/11/2019,13,27.24,29.15,29.19,29.15,0.33,0.3,0.3
1/11/2019,14,28.51,29.14,29.18,29.18,0.51,0.2,0.2
1/11/2019,15,28.45,29.13,29.13,29.15,0.45,0.2,0.2
1/11/2019,16,28.70,29.24,29.21,27.5,0.41,0.23,0.23
1/11/2019,17,29.19,30.57,30.54,31.29,1.24,0.41,0.41
1/11/2019,18,37.99,39.02,38.88,35.79,7.69,7.69,0.8
1/11/2019,19,32.25,32.76,32.6,37.59,17.13,17.13,0.56
1/11/2019,20,31.27,32.76,32.6,31.89,4.27,4.27,2.04
1/11/2019,21,29.89,31.88,30.54,30.54,1.25,0.45,0.45
1/11/2019,22,29.13,30.54,31.16,29.23,0.23,0.2,0.2
1/11/2019,23,30.84,27.21,27.29,27.31,0.24,0.2,0.2
1/11/2019,24,26.98,26.95,26.94,28.05,0.25,0.18,0.18
1/12/2019,1,28.01,28.08,28.08,26.32,1.02,0.18,0.18
1/12/2019,2,22.56,26.63,26.3,26.3,1,0.17,0.17
1/12/2019,3,18.73,26.67,26.67,26.3,0.87,0.17,0.17
1/12/2019,4,26.54,26.3,26.3,26.3,0.28,0.17,0.17
1/12/2019,5,13.35,26.3,26.3,26.3,1.21,0.17,0.17
1/12/2019,6,32.02,26.4,26.4,26.3,0.6,0.19,0.19
1/12/2019,7,12.10,26.3,26.3,26.3,1.22,0.2,0.2
1/12/2019,8,43.07,26.3,26.3,26.3,2.83,1.77,1.77
1/12/2019,9,21.21,28.97,26.3,26.3,1.42,0.2,0.2
1/12/2019,10,14.35,28.55,28.55,26.3,1.23,0.2,0.2
1/12/2019,11,15.05,28.69,28.69,27.29,1.24,0.45,0.45
1/12/2019,12,17.07,27.57,28.97,28.99,0.27,0.21,0.21
1/12/2019,13,28.98,30.44,31,28.97,0.2,0.2,0.2
1/12/2019,14,26.37,29.01,29.04,29.19,0.21,0.2,0.2
1/12/2019,15,28.93,28.93,29.08,29.02,0.29,0.29,0.29
1/12/2019,16,28.09,29.39,29.43,29.43,0.41,0.41,0.41
1/12/2019,17,23.94,30.38,31.2,31.21,11.09,10.49,10.49
1/12/2019,18,23.98,28,28.81,33.89,21.59,21.59,21.59
1/12/2019,19,26.09,27.3,27.97,29.7,10.59,10.59,10.59
1/12/2019,20,25.56,26.92,26.5,27.16,6.61,6.61,6.61
1/12/2019,21,24.07,23.69,23.9,27.79,5.18,5.18,5.18
1/12/2019,22,49.89,29.93,29.93,27.47,5.44,5.44,5.44
1/12/2019,23,33.96,28.32,29.9,26.69,0.27,0.2,0.2
1/12/2019,24,19.05,26.3,26.3,26.3,0.29,0.18,0.18
1/13/2019,1,12.79,23.41,26.11,26.11,0.29,0.18,0.18
1/13/2019,2,13.35,21,21,21,1,0.18,0.18
1/13/2019,3,13.36,13.37,17.09,14.12,0.87,0.18,0.18
1/13/2019,4,19.29,13.35,13.36,13.38,0.31,0.18,0.18
1/13/2019,5,13.34,13.39,13.37,13.34,1.21,0.2,0.2
1/13/2019,6,10.84,21,21,13.36,0.6,0.2,0.2
1/13/2019,7,7.84,21,21,14.39,1.25,0.2,0.2
1/13/2019,8,11.49,21,21,21,1.25,0.45,0.45
1/13/2019,9,11.56,18.09,20.98,21,4.12,4.12,4.12
1/13/2019,10,5.99,21,21,21,1.25,0.45,0.45
1/13/2019,11,13.32,20.99,21,13.34,1.25,0.45,0.45
1/13/2019,12,13.34,21,21,21,0.45,0.45,0.45
1/13/2019,13,28.94,23.41,28.97,23.41,0.45,0.45,0.45
1/13/2019,14,27.50,28.85,28.84,23.41,0.45,0.45,0.45
1/13/2019,15,19.49,28.98,28.97,26.6,0.97,0.97,0.97
1/13/2019,16,20.12,28.98,28.99,29.07,0.98,0.98,0.98
1/13/2019,17,29.19,36.94,39.78,37.87,3.57,3.57,3.57
1/13/2019,18,38.85,40.48,42.44,39.09,10.92,10.92,9.73
1/13/2019,19,32.86,36.75,38,39.78,17.99,17.99,8.97
1/13/2019,20,36.58,33.48,34.01,34.85,9.48,9.48,8.81
1/13/2019,21,30.57,31.13,31.13,31.95,3.13,3.13,3.13
1/13/2019,22,29.45,30.38,29.08,31.73,0.21,0.2,0.2
1/13/2019,23,27.65,27.46,27.56,27.76,0.2,0.2,0.2
1/13/2019,24,22.85,26.73,26.73,27.66,0.2,0.2,0.2
1/14/2019,1,45.60,26.11,26.11,26.74,0.2,0.17,0.17
1/14/2019,2,36.60,26.11,26.11,26.11,1.22,0.17,0.17
1/14/2019,3,22.06,26.11,26.11,26.11,1.22,0.17,0.17
1/14/2019,4,46.96,26.11,26.11,26.11,0.25,0.17,0.17
1/14/2019,5,25.73,26.8,26.73,27,0.2,0.16,0.16
1/14/2019,6,26.82,45.09,45.09,33.55,0.2,0.2,0.2
1/14/2019,7,28.70,54.57,50.98,50.98,0.95,0.95,0.95
1/14/2019,8,45.41,72.98,72.98,72.98,33.53,29,29
1/14/2019,9,34.42,50.98,69.74,98.98,30.1,30.1,24.1
1/14/2019,10,32.15,31.82,31.82,39.78,11.44,11.04,11.04
1/14/2019,11,30.90,31.13,31.13,33.3,11.46,9.93,9.93
1/14/2019,12,34.94,30.38,34.5,33.09,2.85,1.97,1.97
1/14/2019,13,28.99,29,28.99,30.38,1.2,0.2,0.2
1/14/2019,14,29.45,30.38,30.38,28.98,1.2,0.22,0.22
1/14/2019,15,25.53,26.11,27.55,29.08,0.3,0.3,0.3
1/14/2019,16,27.38,32.83,32.83,32.44,0.88,0.53,0.53
1/14/2019,17,27.55,38.44,38.44,39.21,12.64,12.64,12.64
1/14/2019,18,39.64,32.81,33.96,45.49,7.56,7.56,7.56
1/14/2019,19,39.15,59.67,59,36.27,0.72,0.72,0.72
1/14/2019,20,33.60,47.25,38.73,39.91,2.05,2.05,2.05
1/14/2019,21,32.96,37.87,37.87,36.75,1.13,0.99,0.99
1/14/2019,22,33.20,32.74,36.75,31.74,0.39,0.2,0.2
1/14/2019,23,27.66,29.62,30.38,30.38,0.26,0.2,0.2
1/14/2019,24,25.76,27,27,27.57,1.22,0.19,0.19
1/15/2019,1,22.95,26.11,26.11,21.01,1.24,0.19,0.19
1/15/2019,2,28.16,23.45,26.11,21,1.23,0.19,0.19
1/15/2019,3,31.05,23.42,23.42,23.45,1.12,0.19,0.19
1/15/2019,4,22.67,25.42,23.42,23.42,1.29,0.19,0.19
1/15/2019,5,14.35,26.11,26.11,26.11,1.47,0.2,0.2
1/15/2019,6,13.69,51.45,51.46,27.12,1.27,0.2,0.2
1/15/2019,7,17.89,65.37,62.68,46.06,1.39,0.2,0.2
1/15/2019,8,34.20,67.62,69.61,38.76,1.45,1.45,0.81
1/15/2019,9,35.21,49.83,44.68,37.78,0.2,0.2,0.2
1/15/2019,10,40.25,45.5,54.05,37.78,0.2,0.2,0.2
1/15/2019,11,38.53,37.03,35.25,35.24,0.33,0.2,0.2
1/15/2019,12,39.19,37.03,35.21,35.16,0.44,0.44,0.44
1/15/2019,13,34.95,35.16,35.16,35.15,0.24,0.24,0.24
1/15/2019,14,36.61,37.03,35.25,35.15,0.26,0.26,0.26
1/15/2019,15,34.82,35.16,35.16,35.16,0.43,0.43,0.43
1/15/2019,16,31.70,32.5,32.5,32.5,0.45,0.44,0.44
1/15/2019,17,29.16,36.64,37.7,35.17,4.01,4.01,4.01
1/15/2019,18,30.04,60,59.12,42.98,7.49,7.49,7.49
1/15/2019,19,23.71,55.4,55.4,39.16,5.58,5.58,5.58
1/15/2019,20,18.81,34.92,35.04,35.02,1.46,1.46,1.46
1/15/2019,21,21.12,33.81,33.78,34.73,1.7,1.7,1.7
1/15/2019,22,7.21,28.67,28.64,26.11,1.47,0.87,0.87
1/15/2019,23,8.07,5.96,21,18.87,1.27,0.2,0.17
1/15/2019,24,0.00,0,0,14.3,1.31,0.2,0.1
1/16/2019,1,0.00,0,0,0,1.26,0.18,0.1
1/16/2019,2,0.00,0,0,0,1.26,0.18,0.1
1/16/2019,3,0.00,0,0,0,1.26,0.17,0.1
1/16/2019,4,0.00,0,0,0,1.29,0.17,0.1
1/16/2019,5,0.00,0,0,0,1.25,0.17,0.1
1/16/2019,6,0.10,5.88,5.7,3,1.38,0.2,0.11
1/16/2019,7,3.94,21,21,21,1.46,0.2,0.15
1/16/2019,8,36.70,31,31,21.01,4.12,3.44,3.44
1/16/2019,9,19.16,38.26,38.26,32.49,1.46,0.45,0.45
1/16/2019,10,22.61,42.2,31.86,31.86,1.46,0.45,0.45
1/16/2019,11,42.98,31.86,31.86,31.86,1.48,0.32,0.32
1/16/2019,12,6.10,31.86,31.86,31.86,1.45,1.12,1.12
1/16/2019,13,0.04,31.86,31.86,31.86,1.29,0.46,0.46
1/16/2019,14,4.71,31.86,35.99,31.86,1.36,0.98,0.98
1/16/2019,15,5.75,36,35.99,31.86,1.45,0.7,0.7
1/16/2019,16,18.33,35.99,36.18,33.88,4.75,4.75,4.75
1/16/2019,17,34.33,36.21,36.18,36.18,2.23,2.15,2.15
1/16/2019,18,40.13,38.13,38.13,36.29,6.31,6.31,6.08
1/16/2019,19,38.50,48.18,48.18,46.98,13.08,13.08,4.56
1/16/2019,20,40.22,38.88,38.66,38.74,15.39,15.39,5.82
1/16/2019,21,38.29,38.13,38.3,37.8,3.57,3.57,3.57
1/16/2019,22,39.72,36.24,36.2,38.13,1.71,0.89,0.89
1/16/2019,23,34.84,36.29,34.44,38.13,0.25,0.2,0.18
1/16/2019,24,39.59,46.98,39.32,32.5,0.25,0.19,0.17
1/17/2019,1,32.28,32.9,32.9,34.5,0.23,0.16,0.12
1/17/2019,2,33.53,32.9,32.9,35.2,0.23,0.16,0.12
1/17/2019,3,38.17,32.9,32.9,32.9,0.24,0.17,0.17
1/17/2019,4,31.39,32.9,32.9,32.9,0.26,0.16,0.14
1/17/2019,5,32.25,32.9,32.9,32.9,1.18,0.16,0.14
